ID,HOF_S(kJ/mol),smiles
VUZHII,-110.9,O=C(c1ccccc1C)N/N=C/c1ccc(cc1)[N+](=O)[O-]
WACFUD,-166,Oc1ccc2c(c1/C=N/c1cccc(c1C)[N+](=O)[O-])cccc2
WACGOW,-79.6,[O-][N+](=O)c1cc(cc(c1Cc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
WACQEY,-214.1,[O-][N+](=O)c1cc([N+](=O)[O-])c(c2c1cccc2)O
WADBEK,-253.2,O=C(c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])Nc1ccc(cc1)[N+](=O)[O-]
WADCOW,-127.3,[O-][N+](=O)c1ccc2c(c1)C(C)(C)c1c(N2)cccc1
WADYAD,-341.4,CCOC(=O)c1ccn2c(c1c1ccc(cc1)[N+](=O)[O-])ncc2
WADZUY,-178.1,O=C(c1ccc(c(c1)[N+](=O)[O-])Nc1ccccc1)Nc1ccccc1
WAFBAI,134,N#Cc1ccc(c(c1)[N+](=O)[O-])Nc1ccccc1
WAHLEW,-333.4,CN1[C@@H]2CCCC[C@H]2O[C@@H]1c1ccc(cc1)[N+](=O)[O-]
WAHLIA,-337.4,CN1[C@H]2CCCC[C@H]2O[C@H]1c1ccc(cc1)[N+](=O)[O-]
WAJSIM,29.2,[O-][N+](=O)c1ccc2c(c1)[C@@H]1[C@@H]3N2CC[C@]13C
WAKDIW,74.3,C/C(=N\Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/C=C/c1ccccc1
WAKSIM,28.9,COc1ccc(cc1)c1c(C#N)n2c(c1[N+](=O)[O-])cccc2
WAKSUX,37.9,[O-][N+](=O)/N=C(/N([N+](=O)[O-])C)\N
WAKWEK,-60.2,[O-][N+](=O)c1c(c2ccccc2)n(c2c1cc(cc2)[N+](=O)[O-])C
WALFUM,-414.5,CCOc1nc(cc(c1O)[N+](=O)[O-])[N+](=O)[O-]
WANVEP,-405.5,[O-][N+](=O)OCc1c(CO[N+](=O)[O-])onc1c1noc(c1CO[N+](=O)[O-])CO[N+](=O)[O-]
WAPGEZ,-51.5,[O-][N+](=O)c1cc([N+](=O)[O-])c2c(c1N1CCCC1)cccc2
WAQYEV,-279.2,CCOC(=O)/C(=C/c1ccccc1[N+](=O)[O-])/C#N
WASMAE,24.7,COC(=O)[C@]12[C@H]3[C@H]4[C@@]2([C@H]2[C@@H]1[C@@]3([C@@H]42)[N+](=O)[O-])[N+](=O)[O-]
WASRAJ,27.3,NNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
WATTAN,-631.8,COC(=O)[C@@H]1C(=O)C=C(N[C@H]1c1cccc(c1)[N+](=O)[O-])C
WAWBAY,-202.5,COCCn1cnc2c1cc(cc2)[N+](=O)[O-]
WAXJUC,-111.9,N[C@@H]([C@@H](c1cccc(c1)[N+](=O)[O-])N)c1cccc(c1)[N+](=O)[O-]
WEFBAM,-47.6,Nc1ccc(cc1NCc1ccccc1)[N+](=O)[O-]
WEFBEQ,2.5,Nc1ccc(cc1NCc1ccccn1)[N+](=O)[O-]
WEHCIX,14.7,N#C/C=C(\c1ccccc1)/Oc1ccc(cc1)[N+](=O)[O-]
WEHCOD,-0.2,N#Cc1c(oc2c1cc(cc2)[N+](=O)[O-])c1ccccc1
WEKGOJ,7.8,[O-][N+](=O)c1cc(nc(c1)[N+](=O)[O-])[N+](=O)[O-]
WEKGUP,99.3,[O-][N+](=O)C1=CC(=[N+]([O-])[O-])[N+](=O)C(=C1)[N+](=O)[O-]
WENRAJ,-291.7,O=C1Nc2c(C1=O)cc(cc2)[N+](=O)[O-]
WERPUE,-132.9,OCCn1c(/C=C/c2ccccc2)ncc1[N+](=O)[O-]
WERVEU02,-210.5,NC(=O)N/N=C/c1ccc(o1)[N+](=O)[O-]
WERYEX,108.9,[O-][N+](=O)/N=C/1\N[C@@H]2[C@H](N1)N/C(=N\[N+](=O)[O-])/N2
WETGEJ,175.8,N#[N+]C1=C(N=[N+](C1=O)C)[N+](=O)[O-]
WIGTOX,-234.9,CC(=O)Cn1c(C)ncc1[N+](=O)[O-]
WIGVEP,101,[O-][N+](=O)c1ccc(cc1)/C=C/C=N/c1cccc2c1cccc2
WIGYOC01,-382.4,Oc1ccc(cc1)NC(=O)c1ccc(cc1)[N+](=O)[O-]
WIHBEV,-284.7,O=C(c1ccccc1)NNC(=O)c1ccccc1[N+](=O)[O-]
WIJCEX,166.3,N#C/C(=C\C=C\c1ccc(cc1)[N+](=O)[O-])/N(c1ccccc1)C
WILBAU,-250,[O-][N+](=O)c1c([nH]nc1C(C)(C)C)C(C)(C)C
WINJAF,-69.9,[O-][N+](=O)c1cc(ccc1Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
WIPFUX,-239.1,Cc1ccccc1NC(=O)c1ccccc1[N+](=O)[O-]
WISBIJ,-165.8,COc1ccc(cc1)n1cc(nc1C)[N+](=O)[O-]
WISBOP,-186.4,[O-][N+](=O)c1cn(c(n1)C)c1ccc(cc1)C(=O)C
WIXBUB,-660.2,COc1ccc(c(c1)[C@@H](c1cccc(c1)[N+](=O)[O-])NC(=O)C)O
WOBHUQ,-91.5,COc1ccc(cc1)/C=C/C=N/c1ccc(cc1)[N+](=O)[O-]
WOBJAY,50.3,CN(c1ccc(cc1)/C=C/C=N/c1cccc(c1)[N+](=O)[O-])C
WOBJEC,46.9,CN(c1ccc(cc1)/C=C/C=N/c1ccc(cc1)[N+](=O)[O-])C
WOBLUU,82.1,[O-][N+](=O)Cn1cnc(n1)[N+](=O)[O-]
WOGNUB,-129.2,CC1=NN(C(=O)C1)c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
WOGPAJ,-120.4,Oc1nn(c(c1)C)c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
WOGVIY,-270.2,COc1ccc(cc1OC)/N=C/c1ccc(cc1)[N+](=O)[O-]
WOJJUC01,187.6,[O-][N+](=O)c1ccccc1/C=N/N(c1ccccc1)c1ccccc1
WOKSIY,117.9,CN(c1ccc(cc1)/N=N/c1ccc(c(c1)[N+](=O)[O-])C)C
WOQXOR,-213,O/N=C/c1ccc(c(c1)[N+](=O)[O-])O
WOTVAC,-667.2,CCCCCCOC(=O)Nc1ccc(cc1)[N+](=O)[O-]
WOVXOU,65.1,[O-][N+](=O)c1ncn(c1)c1ccccc1
WOVXUA,162.5,[O-][N+](=O)c1ncn(c1)c1ncn(c1)c1ccccc1
WUBJAG,-508.7,[O-][N+](=O)C1([N+](=O)[O-])[C@H]2C[C@H]3[C@H]([C@@H]1C[C@@H]([C@H]2O[N+](=O)[O-])C3([N+](=O)[O-])[N+](=O)[O-])O[N+](=O)[O-]
WUKZIL,71,CN(c1ccncc1)[N+](=O)[O-]
WUMHES,-332.8,O=CN1C[C@@H]2[C@]([C@@H]1C(C)C)(C2)[N+](=O)[O-]
WUPMAW,-40.4,O=C(c1onc2c1cc(cc2)[N+](=O)[O-])c1ccccc1
WUVWAL01,-78.3,Oc1ccccc1/C=N/Nc1ccc(cc1)[N+](=O)[O-]
WUVXIU,-339.4,[O-][N+](=O)c1ccc2c(c1)OC[C@H]1N2CCO1
WUXHAY,101.2,[O-][N+](=O)c1cc(ccc1N/N=C/c1ccccc1)[N+](=O)[O-]
WUXJOO,-206.1,COc1ccc(cc1[N+](=O)[O-])/C=C(\c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/[N+](=O)[O-]
XAHMIE01,375.5,[O-][N+](=O)N1CN([N+](=O)[O-])c2c(N(C1)[N+](=O)[O-])non2
XAHZIS,-148.8,[O-][N+](=O)c1cc(cc(c1[C@@H]1O[C@H]1c1cccc(c1)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
XAKMAY,-149.5,CN(CCNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C
XALNEF,-806.8,CCOC(=O)C1=CC[C@H]2[C@@H]1C(=O)N(C2=O)c1ccccc1[N+](=O)[O-]
XALQEJ,-449.7,COc1cc2c(cc1OC)c(=O)ccn2c1ccc(cc1)[N+](=O)[O-]
XANLAC,114.1,[O-][N+](=O)c1ccc(cc1)c1cnc2c(n1)cccc2
XARXUM,-818.8,COC(=O)C(C(=O)OC)Nc1ccc(cc1)[N+](=O)[O-]
XARYIY,156.1,O=[N+]1O[N-]C2=C1[C@@H]1[C@@H]3CC[C@H]([C@@]1(C=C2[N+](=O)[O-])[N+](=O)[O-])C=C3
XARYOE,210.6,[O-][N+]1=C2[C@@H]([C@H]3[C@@H](O1)C=CC3)C1=C([C@]3([C@@H]2[C@@H]2C=C[C@H]3C2)[N+](=O)[O-])[N-]O[N+]1=O
XATFIJ,-388.1,C=C=C1CCCC[C@H]1OC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
XATHOR,-123.1,[O-][N+](=O)c1ccc2c(c1)nc1n2C(=CC(C1)(C)C)C
XATZUO,-64.7,O=C(c1ccccc1)N/N=C/c1ccc(cc1)[N+](=O)[O-]
XAVMOW,-246.2,ONC(=O)c1ccc(cc1)[N+](=O)[O-]
XAVPEQ,164.6,[O-][N+](=O)c1cc(ccc1N/N=C/c1ccccn1)[N+](=O)[O-]
XAXRIX,74.6,C#CCN(c1ccc(cc1)C)Cc1ccc(o1)[N+](=O)[O-]
XAYKEO,-52.5,Cc1ccc(n1c1ccc(cc1)[N+](=O)[O-])C
XAZFIO,-492.7,O=C1CO[C@@]2([C@@]1(C)CCC2)Nc1ccc(cc1)[N+](=O)[O-]
XAZQAR,-108.5,[O-][N+](=O)c1ccc2c(c1)NCCC2
XEBHET,244.5,CC([N-][N+](=O)c1nonc1N[N+](=O)[O-])(C)C
XEBKEW,-407.8,Cc1cccc(c1)C(=O)Oc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
XEDTAC,-116.4,CC[C@H]([C@H]1NC(=C(N([C@@H]1OC)CC)C#N)C#N)[N+](=O)[O-]
XEKLOR,143.5,[O-][N+](=O)c1ccccc1CN1CN1Cc1ccccc1[N+](=O)[O-]
XEKWIW,-113.1,O=C=Nc1ccc(cc1)[N+](=O)[O-]
XENCAV,43.7,C/C=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
XENGAZ,-52.1,COc1ccccc1/N=C/C=C/c1ccccc1[N+](=O)[O-]
XENJOQ,-554.4,CC1=C(C(=O)C)[C@H](C(=C(N1)C)C(=O)C)c1ccc(o1)[N+](=O)[O-]
XERGUW,-356.4,O=C1[C@@H]2[C@@H]([C@@H]2[N+](=O)[O-])C(=O)N1Cc1ccccc1
XETJIR,62.3,COc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])n1nncc1
XETJOX,69.6,COc1cc(n2nncc2)c(cc1[N+](=O)[O-])[N+](=O)[O-]
XETJUD,76.1,COc1ccc(c(c1[N+](=O)[O-])n1nncc1)[N+](=O)[O-]
XETKAK,175.7,[O-][N+](=O)c1cc(ccc1[N+](=O)[O-])Cn1nncc1
XETKIS,157.9,[O-][N+](=O)c1cc(ccc1Cn1nncc1)[N+](=O)[O-]
XETYUS,34.5,CCc1nn(c(n1)N)c1ccccc1[N+](=O)[O-]
XEXYII,-436.3,CO[C@@H]1N([N+](=O)[O-])[C@H](OC)N([C@@H](N1[N+](=O)[O-])OC)[N+](=O)[O-]
XEXYOO,-446.2,CO[C@@H]1N([N+](=O)[O-])[C@H](OC)N([C@H](N1[N+](=O)[O-])OC)[N+](=O)[O-]
XICKUQ,57.1,Cc1ccc(cc1)/C=N/Nc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
XICLAX,-325.9,NC(=O)[C@@H]1CCCN1c1ccc(cc1)[N+](=O)[O-]
XIDGIB,-389.9,CON([C@H]1CCCC[C@H]1N(C=O)OC)/C=C/[N+](=O)[O-]
XIDKAX,-120.9,COc1cccc2n1cc(c2)c1ccc(cc1)[N+](=O)[O-]
XIDKIF,-224.7,CC(Oc1cccc2n1cc(c2)c1ccc(cc1)[N+](=O)[O-])C
XIDPEF,-290.2,CC(=O)N1CCc2c1ccc(c2)[N+](=O)[O-]
XIDXEQ,260.9,[O-][N+](=O)C1=[N+](C)C=N/C/1=C\[N+]#N
XIFFEX,-218.5,[O-][N+](=O)c1nn(C)c(=O)c2c1N(CCCO2)Cc1ccccc1
XIKXUM,61.4,[O-][N+](=O)/C(=C\c1nc2c(n1C)cccc2)/c1ccccc1
XINFAE,-124.8,CC1=NN(C(=O)/C/1=N\Nc1ccc(cc1O)[N+](=O)[O-])c1ccccc1
XIQYAY,28.9,N#Cc1c(cc(c(c1N)[N+](=O)[O-])c1ccccc1)c1ccco1
XIRQUM,-776.3,COC(=O)[C@H]1[C@@H](ON=C1c1ccc(cc1)[N+](=O)[O-])C(=O)OC
XISKAM,-33.3,[O-][N+](=O)c1ccc(cc1)OCn1ncnc1
XIVJES,-659.3,COC(=O)C1=C(C)NC(=O)N[C@@H]1c1cccc(c1)[N+](=O)[O-]
XIWHOA,-234.6,CCCN(c1ccc(cc1)[N+](=O)[O-])CCC
XIXKUK,-215.7,C[C@@H]1CCC[C@@H](N1c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C
XIZSAD,173.8,C/C(=N/Nc1n(C)nc(c1[N+](=O)[O-])C)/c1ccccn1
XOJMIT01,153.8,[O-][N+](=O)c1ccc(cc1)N/N=C/c1ccc[nH]1
XOKKOY,-323.4,COc1ccc(c(c1)O)/C=N/c1cccc(c1)[N+](=O)[O-]
XOLRUN,71.8,[O-][N+](=O)c1ccc(cc1)[C@@H]1Nc2ccccc2c2n1c1ccccc1n2
XOYYOA,11.6,[O-][N+](=O)c1ccc2c(c1)nn(c2C)C
XOZZAP,49.9,[O-][N+](=O)c1ccc(cc1)CO/N=C/c1ccccn1
XUBRES,-654.9,CC(=O)Nc1ccc(c(c1)[N+](=O)[O-])OC(=O)C
XUCJEM,-11.7,[O-][N+](=O)c1cn(cn1)C
XUGNIW,16.6,COc1ccc(cc1)/N=N/c1ccc(cc1)[N+](=O)[O-]
XUMRIH,6.6,C/C(=N\Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/Cc1ccccc1
XUMRON,21.4,[O-][N+](=O)c1cc(ccc1N/N=C/[C@H](c1ccccc1)C)[N+](=O)[O-]
XUMRUT,15,Cc1ccc(cc1)C/C=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
XUWCEX,-26,[O-][N+](=O)c1ccc(cc1)/C=C/c1ccc(cc1)[N+](=O)[O-]
YACLOD,-41.2,[O-][N+](=O)c1cc([N+](=O)[O-])c2c(c1n1c(=O)oc3c1cccc3)[N+](=O)O[N-]2
YAGTIL,-428.5,COc1ccc(c(c1)O)/C=N/NC(=O)c1cccc(c1)[N+](=O)[O-]
YAHDIW,-44.5,[O-][N+](=O)c1cccc(c1)NCc1ccccc1
YAHJOH,-66.6,[O-][N+](=O)c1ccc(c(c1[N+](=O)[O-])[N+](=O)[O-])C
YAHJUN,-313.9,CC(=O)Nc1ccc(c(c1[N+](=O)[O-])C)[N+](=O)[O-]
YAHQUV,-128.8,Cc1ccc(cc1)Oc1ccc(cn1)[N+](=O)[O-]
YAHREG,-78.4,[O-][N+](=O)c1ccc(nc1)Oc1ccc2c(c1)cccc2
YALQEK,107.5,Cn1nc(c(n1)[N+](=O)[O-])N
YATCOL,-732.4,O=C(c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])O[C@@]1(C)C=C[C@@H]2O[C@H]1OC2
YAWCEG01,295.9,N#CC(=Cc1ccc(cc1)[N+](=O)[O-])C#N
YAWHUB,-190.5,COc1ccc(cc1)NCc1ccc(cc1)[N+](=O)[O-]
YAYCIM,-222.4,[O-][N+](=O)c1ccc(cc1)N1CCOCC1
YAYDIN,-21.6,C#CCn1c(=O)[nH]c2c1ccc(c2)[N+](=O)[O-]
YEFFAR,-76.3,COc1ccc(cc1)/C=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
YEFNON,-187.7,O=C(Cn1cc(nc1C)[N+](=O)[O-])N/N=C(/c1ccc(cc1)C)\C
YEJCOH,-452.3,COC(=O)c1ccc(c(c1)[N+](=O)[O-])NC
YEJNAC01,24.9,Oc1ccc(cc1)/N=N/c1ccccc1[N+](=O)[O-]
YEJVIU,-612.7,N#[N+][N-][C@@H]1O[C@@H]([C@@H]2[C@H]1OC(O2)(C)C)[C@@H](C[N+](=O)[O-])O
YEKQAG01,22.7,[O-][N+](=O)C1=C(N)[N+](=O)C(=[NH2+])C(=N1)[N+](=O)[O-]
YELPUD,-511.6,CCOC(=O)C(=O)c1cnoc1c1ccc(cc1)[N+](=O)[O-]
YELQAK,-525.7,CCOC(=O)c1oncc1C(=O)c1ccc(cc1)[N+](=O)[O-]
YELQEO,-530.6,CCOC(=O)c1nocc1C(=O)c1ccc(cc1)[N+](=O)[O-]
YEYMAR,-72.6,O/N=C(/c1ccc(cc1)[N+](=O)[O-])\N
YIBZUF,-198.2,Cc1ccc(c(c1)/C=N/c1ccc(cc1)[N+](=O)[O-])O
YICNAA,573.4,[O-][N+](=O)c1ccc(cc1)n1nnnc1n1nnc2c1cccc2
YIDLEC01,-212.6,[O-][N+](=O)/C=C/c1ccc(c(c1)[N+](=O)[O-])O
YIDPIM,132.2,O=Cc1ccccc1[N+]1=Nc2c([N+]1=O)cc(cc2)[N+](=O)[O-]
YIFMIK,-340,COc1c(cc(cc1[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-]
YIFRAH,122.1,[O-][N+](=O)c1ccccc1/C=C/C=N/c1cccc2c1cccc2
YIJPIQ,-1053.3,OC[C@H]1O[C@@H](Nc2ccc(cc2)[N+](=O)[O-])[C@@H]([C@H]([C@H]1O)O)O
YIKBUP,-629.9,O[C@@H]1[C@@H](O)OCC1([N+](=O)[O-])[N+](=O)[O-]
YIKCIE,50.9,COc1ccc(cc1)N(c1c([N+](=O)[O-])c(C)nc2n1ncn2)C
YIKCIH,-202.2,Oc1ccc(cc1/C=N/c1ccccc1C)[N+](=O)[O-]
YILNOY,124.8,[O-][N+](=O)C1=CNc2n([C@@H]1O)nnn2
YILPEQ,-128.5,[O-][N+](=O)c1cnc(nc1)N1CCOCC1
YIMPOB,-603.7,[O-][N+](=O)C1=C/C(=C/NC[C@@H](CO)O)/C(=O)C=C1
YIMWOI,178.1,N#CC(=Cc1ccc(o1)c1cccc(c1)[N+](=O)[O-])C#N
YIQZAA,-318.1,[O-][N+](=O)/N=C/1\NCCN1Cc1cccc(c1OC)OC
YIRSIC,-313.3,O=C1C=CC(=C/C/1=C/Nc1ccccc1O)[N+](=O)[O-]
YISYOO,252,N#CC1=C(N)C(=C(C[C@@H]1c1ccccc1[N+](=O)[O-])C1CC1)C#N
YITJUG,-616.8,CCOC(=O)C1=C(C)NC(=O)/C/1=C\c1ccc(cc1)[N+](=O)[O-]
YIXNUP,-18.3,[O-][N+](=O)c1cc2c(cc1)ncn2C
YODFUT01,-583.9,CCCNc1ccc(cc1[N+](=O)[O-])C(=O)OCC
YODHUV,-1.5,CN1CN/C(=N\[N+](=O)[O-])/N(C1)C
YODMOT,-511.5,O=[N+]1COCC(/C/1=[O+]\C(=O)C)([N+](=O)[O-])[N+](=O)[O-]
YOHLIS,-358.5,CC(=O)/C(=C/c1ccccc1)/COc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
YOKJOY,418.6,Cc1nn(c(c1)C)c1nnc(nn1)Nc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
YOPREA,-543.4,O=c1oc(=O)c2c([nH]1)c(ccc2)[N+](=O)[O-]
YORYEJ,-375.7,O=CNCC([N+](=O)[O-])([N+](=O)[O-])C
YOVJUP,-41.3,[O-][N+](=O)c1c(C)ccnc1N
YOWLUS,-210.5,CCNc1nc(OC)nc(=C([N+](=O)[O-])[N+](=O)[O-])[nH]1
YUGBEH,-237.3,C[C@H]([C@H](c1ccccc1)O)/N=C/c1ccc(cc1)[N+](=O)[O-]
YUJGIT02,123.5,[O-][N+](=O)c1ccc(cc1)/C=N/Nc1ccccc1
YUNJOG,130.1,OCC#CC#CCNc1ccc(cc1C)[N+](=O)[O-]
YUNXOU,-139.1,[O-][N+](=O)c1ccc(cc1)CCc1ccc(cc1)[N+](=O)[O-]
YUPZIT,-74.6,C/C(=C\c1cccc(c1)[N+](=O)[O-])/[N+](=O)[O-]
YUQFEX,-142.8,O[C@H](c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])Nc1ncccn1
YUQMAZ,-390.2,Oc1ccc(cc1C(=O)Nc1ccccc1)[N+](=O)[O-]
YUYCOK,-111.4,[O-][N+](=O)c1ccc(o1)/C=N/O
YUYLEJ,-401.2,COC(=O)/C=C/c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
YUYQEP,-62.8,CN(C(=Nc1ccc(cc1)[N+](=O)[O-])N(C)C)C
YUYSIU,40.3,[O-][N+](=O)c1cn(c(n1)c1ncc(n1C)[N+](=O)[O-])C
ZACNEZ,-497.5,CC(=O)Nc1ccc(c(c1[N+](=O)[O-])[N+](=O)[O-])NC(=O)C
ZAKWIU,-447.1,COC(=O)C1=C(C)OC(=C([C@H]1c1ccccc1[N+](=O)[O-])C#N)N
ZAMVEO,-244.8,O=C1CCCC(=C1)Nc1cccc(c1)[N+](=O)[O-]
ZAMWEP,6.8,[O-][N+](=O)c1cn(c(n1)C)c1ccccc1
ZAMWIT,-41,Cc1ccc(cc1)n1cc(nc1C)[N+](=O)[O-]
ZAPDUR,-74.6,Nc1ccc(cc1)C(=O)N/N=C/c1cccc(c1)[N+](=O)[O-]
ZAPKOS,-249.1,Oc1ccc(cc1)C(=O)N/N=C/c1cccc(c1)[N+](=O)[O-]
ZAYRIA,-847.1,CC(=O)Nc1c(O)cc(cc1[N+](=O)[O-])C(=O)O
ZEHJUR,48,C/C(=N\N=C(\c1ccc(cc1)[N+](=O)[O-])/C)/c1ccc(cc1)[N+](=O)[O-]
ZEJTUD,91,CN(c1ccc(cc1)/C=N/Nc1ccc(cc1)[N+](=O)[O-])C
ZEJWUJ,-562.2,CCOC(=O)/C(=C/1\c2ccccc2N(C1=O)C)/[N+](=O)[O-]
ZELPAK,-475.4,CCOc1cccc(c1O)/C=N/NC(=O)c1ccc(cc1)[N+](=O)[O-]
ZELQOW,164.7,[O-][N+](=O)C1=C(N)N=[N+]([N+]1=O)C
ZENXOF,-473.4,CCOC(=O)Nc1ccc(cc1)/C=C/c1ccc(cc1)[N+](=O)[O-]
ZERJIR,19.3,N/C(=N/[N+](=O)[O-])/Nc1ccccc1
ZEVQUM,-2.3,[O-][N+](=O)C1CN(C1)[N+](=O)[O-]
ZEZDAL,28.2,COc1c(cc(cc1[N+](=O)[O-])Cn1ccnn1)[N+](=O)[O-]
ZIFCEW,-88.6,COc1ccc(cc1)/C(=N/N=C(/c1ccc(cc1)[N+](=O)[O-])\C)/C
ZIFLOS01,26,[O-][N+](=O)c1ccc(cc1)N(c1ccccc1)c1ccccc1
ZIKKUZ,-395.3,[O-][N+](=O)c1ccc(c(c1C(=O)C)[N+](=O)[O-])O
ZILNOX,-210.2,CC(C([N+](=O)[O-])([N+](=O)[O-])C)([N+](=O)[O-])[N+](=O)[O-]
ZITHUH,-235.9,COn1c(=O)[nH]c2c1cc(cc2)[N+](=O)[O-]
ZIVBUB,-405.5,O=C1Oc2ccc(cc2CN1C)[N+](=O)[O-]
ZIVCAI,-444.2,CN(C(=O)Oc1ccc(cc1)[N+](=O)[O-])C
ZIXTOS,-353.7,O=C(c1ccc(cc1)[N+](=O)[O-])/N=C\1/OC[C@@H](N1)c1ccccc1
ZIXZOX,-504.7,C[C@@H](Cn1c(C)ncc1[N+](=O)[O-])OC(=O)c1cccc(c1)[N+](=O)[O-]
ZIYBAM,-521.8,C[C@H](Cn1c(C)ncc1[N+](=O)[O-])OC(=O)c1ccc(cc1)C
ZIZCES,-140,N#Cc1c(=O)[nH]c(c(c1c1cccc(c1)[N+](=O)[O-])C)C
ZIZRAD01,94.6,[O-][N+](=O)c1nn(c(c1[N+](=O)[O-])[N+](=O)[O-])C
ZOFTAP,-242.5,N#C/C(=C\c1ccc(o1)[N+](=O)[O-])/C(=O)NCc1ccco1
ZOHSOE,132.6,N#CCCN([N+](=O)[O-])CCC#N
ZOKREY,-512.6,COc1ccc(c(c1)[N+](=O)[O-])NN=C1C(=O)CC(CC1=O)(C)C
ZOKWED,-390.1,Cc1ccc(c(c1)[N+](=O)[O-])NN=C1C(=O)CC(CC1=O)(C)C
ZONJOB,-382,CN(c1ccc(cc1)OCCOc1ccc(cc1)[N+](=O)[O-])C
ZONKAO,-380.9,CN(c1cccc(c1)OCCOc1ccc(cc1)[N+](=O)[O-])C
ZONKES,-382.7,COc1ccc(cc1)N(CCOc1ccc(cc1)[N+](=O)[O-])C
ZOWDEU,225.3,Cc1ccc(cc1Nc1nnn[nH]1)[N+](=O)[O-]
ZOWDIY,269.5,[O-][N+](=O)c1cccc(c1)N(c1nnn[nH]1)C
ZOWDOE,222.5,Cc1ccc(cc1N(c1nnn[nH]1)C)[N+](=O)[O-]
ZOWSUZ01,-246.5,O=C1CCCC(=C1)Nc1ccc(cc1)[N+](=O)[O-]
ZOXYIU,-243.4,[O-][N+](=O)C[C@@H]([C@@H]([N+](=O)[O-])C)c1ccccc1
ZOXYOA,-282.3,C[C@H]([C@@H]([C@@H]([N+](=O)[O-])C)c1ccccc1)[N+](=O)[O-]
ZUCMOB,137.7,Cc1onc(c1/N=N/c1ccccc1[N+](=O)[O-])C
ZUGPOG,63.8,N#Cc1c(C)cccc1[N+](=O)[O-]
ZUGPOJ,127.8,N#Cc1c(cccc1[N+](=O)[O-])[N+](=O)[O-]
ZUGPUM,-95.3,[O-][N+](=O)[C@]12CN(C[C@@]2(CN(C1)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
ZUHMUK,-74.2,[O-][N+](=O)c1cc(ccc1N(C)C)[N+](=O)[O-]
ZUHQOI,-176.9,O=C1N([N+](=O)[O-])[C@]2([C@](N1[N+](=O)[O-])(C)CC2)C
ZUHQUO,-109.3,O=C1N([N+](=O)[O-])[C@]2([C@@](N1[N+](=O)[O-])(C2)C)C
ZUHRID,-315.1,OC1CCN(CC1)c1ccc(cc1)[N+](=O)[O-]
ZUHXEF,20.3,Cc1nn(c(c1)C)c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
ZULYEK,-60.6,[O-][N+](=O)c1ccc(cc1)c1c(C)[nH]c2c1cccc2
ZUVQEO,-428.2,C[C@@H]1Oc2cccc(c2c2c(O[C@H]1C)cccc2[N+](=O)[O-])[N+](=O)[O-]
ZUXRAN,254.7,N#Cc1cnn(c1c1ccccc1[N+](=O)[O-])c1ccccc1
ZZZFKK01,102.6,N#C/C(=C\c1ccc(cc1)N(C)C)/c1ccc(cc1)[N+](=O)[O-]
ZZZFYW01,-31.3,[O-][N+](=O)c1ccccc1[N+](=O)[O-]
ZZZGVU01,-95.3,[O-][N+](=O)c1ccc(c(c1)[N+](=O)[O-])C
ZZZJIQ02,-101.5,Nc1ccc(c(c1)[N+](=O)[O-])C
ZZZJPA01,-31.5,[O-][N+](=O)c1ccccc1c1ccccc1[N+](=O)[O-]
ZZZLYS01,-431.9,Oc1cc(O)c(cc1[N+](=O)[O-])[N+](=O)[O-]
ZZZMUC01,-86.7,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1)[N+](=O)[O-])C
ZZZQSC01,-79.7,Cc1c(cccc1[N+](=O)[O-])[N+](=O)[O-]
