ID,DetoP(GPa),smiles
PUFMEJ,10,[O-][N+](=O)c1ccccc1N/N=C/c1ccco1
PUFMOT,7.6,CCOc1cc(/C=N/Nc2cccc(c2)[N+](=O)[O-])ccc1O
PUGWIY,8.9,COc1ccccc1C(=O)N/N=C/c1cc(O)ccc1[N+](=O)[O-]
PUGYIA,7.3,O=Cc1cc(ccc1N1CCCCC1)[N+](=O)[O-]
PUHFEE02,10,[O-][N+](=O)C[C@]1(O)C(=O)Nc2c1cccc2
PUJLIR,8.1,CCOC(=O)c1[nH]nc(c1)C(=O)c1ccc(cc1)[N+](=O)[O-]
PUNDOT,11.2,Cc1c([N+](=O)[O-])c(C)cc(c1[N+](=O)[O-])C
PUQQIC,10.9,C/C(=N\Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/c1cc2ccccc2oc1=O
PUQQOI,8,O=C1CC(C)(C)CC(=O)C1=NNc1cccc(c1)[N+](=O)[O-]
PUTCEM,24.4,[O-][N+](=O)c1cc(cc2c1N=[N+]1[N+]2=Nc2c1cc(cc2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
PUTCOW,20.9,COc1c(cc(c2c1nn(n2)c1cc(cc(c1N)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
PUTCUC,25.4,[O-][N+](=O)c1cc(cc2=[N+]3[N+](=C(C=N3)[N+](=O)[O-])N=c12)[N+](=O)[O-]
PUVSEE,8.5,CN(/C=C/1\N=C(OC1=O)c1ccccc1[N+](=O)[O-])C
PUVSOO,19.6,[O-][N+](=O)c1ccc2c(c1)cnn2[N+](=O)[O-]
PUWGET,6,COC(=O)/C(=C(\c1ccccc1)/Nc1ccccc1)/[N+](=O)[O-]
PUWGIX,6,COC(=O)/C(=C(\c1ccccc1)/N1CCCCC1)/[N+](=O)[O-]
PUXQUW,8.3,CCN1C(=O)/C(=N\Nc2ccc(cc2)[N+](=O)[O-])/C(=C(C1=O)C#N)CC
QABDEE,7.2,[O-]/[N+](=C\c1ccc(cc1)[N+](=O)[O-])/CCOCc1ccccc1
QAHPIZ,6.3,OC(=O)/C=C\c1nnc(n1c1ccc(cc1)[N+](=O)[O-])c1ccccn1
QAJJUI,9,Oc1cccc(c1)/C=N/NC(=O)c1cccc(c1)[N+](=O)[O-]
QAJWUV,9.2,COC(=O)/C=C\C(=O)Nc1ccc(cc1)[N+](=O)[O-]
QAMJOG,6.9,CO[C@@H]1[C@@H](O[N+](=O)[O-])c2c(N1C(=O)OC(C)(C)C)cccc2
QANWAE,8.9,Oc1ccc(cc1/C=N/C1CC1)[N+](=O)[O-]
QAQDAN,8.4,CCN([C@H]1CN=NN1c1ccc(cc1)[N+](=O)[O-])CC
QAQPIH,13,N#CC1=NO[C@](C1(C)C)(C#N)[N+](=O)[O-]
QARHEZ,7.2,CCCN1[C@@H]2[C@@]1([N+](=O)[O-])C(=O)N(c1c2cccc1)C
QATYES,5.9,[O-][N+](=O)c1nnn(c1c1cccc2c1cccc2)Cc1ccccc1
QATZOD,8.9,[O-][N+](=O)c1ccc(cc1)NN1C(=O)c2c(C1=O)cccc2
QAVCIC,12,[O-][N+](=O)c1cc(ccc1NN1C(=O)c2c(C1=O)cccc2)[N+](=O)[O-]
QAXJOO,7.3,COC(=O)C1=C(C)NC(=O)[C@H]([C@@H]1c1ccc(cc1)[N+](=O)[O-])C(=O)N
QAZDOK,13.7,CC1=C(C)C[C@H]2[C@](C1)([N+](=O)[O-])[C@H](O)NC1=C2[N+](=O)O[N-]1
QEBRIB,10.7,Cc1ccc(cc1)c1noc2n1cc(n2)[N+](=O)[O-]
QEBWUP,11,O=C(Nc1ccccc1[N+](=O)[O-])ON1C(=O)CCC1=O
QECKIU,7.8,OC1=CC(=O)/C(=C\Nc2cccc(c2)[N+](=O)[O-])/C=C1
QECQUN,15,NC(=C([N+](=O)[O-])[N+](=O)[O-])N1N=C(C[C@@]1(C)O)C
QEGQUR,6.5,C[C@]1(C[C@H]1[N+](=O)/C=C/1\C=CC(=[N+]([O-])[O-])C=C1)c1ccccc1
QELQEG,6.5,O=C(c1c2ccccc2nc(c1[N+](=O)[O-])N)NCc1ccccc1
QEPJAY,5.9,C[C@@H](Cn1c(C)ncc1[N+](=O)[O-])OC(=O)/C=C/c1ccccc1
QEPJEC,6.5,C[C@H](Cn1c(C)ncc1[N+](=O)[O-])OC(=O)c1ccccc1
QEPJIG01,8.3,C[C@H](Cn1c(C)ncc1[N+](=O)[O-])OC(=O)C
QERYUK,7.2,[O-][N+](=O)c1ccccc1/C=C/1\Nc2c(C1=O)cccc2
QERZAR,6.3,[O-][N+](=O)c1ccc(cc1)c1cc(=O)c2c([nH]1)cccc2
QETTEO01,6,C/C(=N\N=C(\c1ccccc1)/C)/c1ccc(cc1)[N+](=O)[O-]
QEVFEC,7.5,O=C(c1ccccc1)/C=c/1\[nH]c2cc(ccc2oc1=O)[N+](=O)[O-]
QEXZIF,7.1,Cc1nn(c(c1/N=N/c1ccccc1)C)c1ccc(cc1)[N+](=O)[O-]
QEYGOS,5.4,[O-][N+](=O)c1cccc(c1O)/C=C/C1=Nc2c(C1(C)C)cccc2
QEYHAF,5.2,Oc1ccc(cc1/C=C/C1=Nc2c(C1(C)C)cccc2)[N+](=O)[O-]
QIFPON,32.8,[O-][N+](=O)c1c2N=NN=[n+]2c2c(c1N)[n+](=O)on2
QIJDAO,10.1,[O-][N+](=O)N1CCc2c1cccc2
QIKDAP,12.7,Nc1ccc(c(c1)N)[N+](=O)[O-]
QIKDET,17.3,Nc1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
QIMGIC,7.7,N#CC1=C(N)OC(=C([C@@H]1c1cccc(c1)[N+](=O)[O-])C(=O)C)C
QIMGOI,7.2,CCOC(=O)C1=C(C)OC(=C([C@@H]1c1cccc(c1)[N+](=O)[O-])C#N)N
QIRPAL,13.7,[O-][N+](=O)c1cc(C)c(c(c1O)[N+](=O)[O-])C
QIRQOZ,9.6,[O-][N+](=O)c1ccc(cc1)n1nnc(c1C)C(=O)C
QIXSAS,18.1,N/N=C/c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
QIYJIR,7.1,N#C/C=C/1\CCC[C@@H]1OC(=O)c1ccc(cc1)[N+](=O)[O-]
QOCNUT,6.3,Cc1cnc(c(n1)Cc1c[nH]c2c1c(ccc2)[N+](=O)[O-])C
QOFHEZ,6.3,[O-][N+](=O)c1ccc(cc1)N/N=C/C=C/c1ccccc1
QOFQIL,5,CC1(C)NC(NC1(C)C)c1ccc(cc1)[N+](=O)[O-]
QOFQOR,8.5,ON1C(c2ccc(cc2)[N+](=O)[O-])N(C(C1(C)C)(C)C)O
QOKYAR,4.9,CN1CC(=C2C(=C(c3ccccc3)c3c2cccc3)C1)[N+](=O)[O-]
QOLXIY,15.5,CCN([N+](=O)[N-]Oc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])CC
QONRUI,20.8,[O-][N+](=O)N(CO)C
QOQWUO,10,O=Cc1cn(nc1c1cc(C)ccc1O)c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
QOTGEL01,5.2,[O-][N+](=O)c1ccc(nc1)NC1CCCCCCC1
QOTGOV02,4.6,[O-][N+](=O)c1ccc(nc1)N[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3
QOVLIX,8.3,O=C[C@@H]1CC[C@H](N(O1)c1ccccc1)[C@H]([N+](=O)[O-])C
QOVXUV,8.8,[O-][N+](=O)C1=C/C(=C/NCCCO)/C(=O)C=C1
QOYJOD06,30.7,[O-][N+](=O)c1n[nH]c(=O)[nH]1
QQQAIY04,6,[O-][N+](=O)c1ccc(cc1)/C=N/c1ccccc1
QQQCOY10,7.5,O=C(Nc1ccccc1)/C=N/Nc1ccc(cc1[N+](=O)[O-])C
QQQFGG01,10.5,[O-][N+](=O)c1cc(ccc1Nc1ccccc1)[N+](=O)[O-]
QQQFNG02,17.9,[O-][N+](=O)c1ccc(c(c1)[N+](=O)[O-])N
QUCJEE,7.9,O/N=C(/c1ccc(cc1)/N=C/c1ccc(cc1)[N+](=O)[O-])\C
QUDROX,7.3,O=C(c1noc(c1[N+](=O)[O-])c1ccccc1)c1ccccc1
QUFSAN,11,O=C(Oc1ccccc1)Nc1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
QUGLIN,6.2,[O-][N+](=O)N1c2ccccc2C(=O)[C@]1(C)c1ccccc1
QUJGIL,10.6,OC(=O)c1cc(cc(c1c1c(cc(cc1C(=O)O)[N+](=O)[O-])C(=O)O)C(=O)O)[N+](=O)[O-]
QUNDIO02,10.3,O=C(c1cccc(c1)[N+](=O)[O-])c1cccc(c1)[N+](=O)[O-]
QUNRIC,12.1,O=C1N(C)C(=O)N(C(=O)C1c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C
QUXTIO,5.6,[O-][N+](=O)c1ccc(cc1)/C=N/c1c(nc2n1cccc2)c1ccccc1
QUYKUR01,5.3,[O-][N+](=O)c1ccc(cc1)/C=N/c1cccc(c1C)C
QUYQEH,6.4,CC(=O)N1N=C(C[C@@H]1c1ccccc1)c1ccccc1[N+](=O)[O-]
QUZBET,8.1,Oc1ccc(cc1)/C=N/NC(=O)c1ccccc1[N+](=O)[O-]
QUZNUV,7.7,O=CNCCc1ccc(cc1)[N+](=O)[O-]
RABPIP,8.4,COC(=O)/C(=C/[N+](=O)[O-])/NC(=O)c1ccccc1
RAJHIT,5.7,CN([C@H](c1ccccc1)C)c1ccc(cn1)[N+](=O)[O-]
RAJHOZ,5.6,Cc1cc(cnc1N[C@H](c1ccccc1)C)[N+](=O)[O-]
RAKMUM,7.2,CNc1ccc(c2c1c(ccc2)N(C)C)[N+](=O)[O-]
RAKNAT,6.8,CNc1cccc2c1c(ccc2[N+](=O)[O-])N(C)C
RAMRUS,9.6,O=C(c1ccc(cc1)[N+](=O)[O-])N1[C@@H]2[C@H]1COCOC2
RAMSAZ,8.9,[O-][N+](=O)c1ccc(cc1)CN1[C@@H]2[C@H]1COCOC2
RAMVUW,26.1,[O-][N+](=O)c1c[nH]nn1
RAPFIY,15.6,COC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
RAPHEY,5.9,Oc1ccc(cc1/C=N/c1ccccc1Oc1ccccc1)[N+](=O)[O-]
RAPLAY,6.1,Oc1ccc(c(c1)/C=N/c1cccc2c1cccc2)[N+](=O)[O-]
RAQROR,20.1,O=[N+]1O[N-]C2=C1[C@@H]1[C@H]3C=C[C@@H]([C@@]1(C1=C2[N+](=O)O[N-]1)[N+](=O)[O-])C3
RAQRUX,15.6,O=[N+]1O[N-]C2=C1[C@H]1CC(=C(C[C@]1(C1=C2[N+](=O)O[N-]1)[N+](=O)[O-])C)C
RASZIU,6.9,CN(CC[NH2+]Cc1cc(ccc1[O-])[N+](=O)[O-])C
RAVNEH,6.1,CC(=O)N(c1c(C)ccc(c1[N+](=O)[O-])C)C(=O)C
RAYXUK,10.1,COc1cc(=O)c2c([nH]c1=O)ccc(c2)[N+](=O)[O-]
REBHOW,5.8,[O-][N+](=O)c1c(C)cccc1c1nc2c([nH]1)cccc2
REBLER,6.7,O=C(c1ccc(cc1)[N+](=O)[O-])N/N=C(\c1ccccn1)/c1ccccc1
REBPEU,8.7,CC[C@@H]([C@H]1NC(=C(N([C@@H]1OC)CC)C#N)C#N)[N+](=O)[O-]
REGCUB,11.5,Cc1nn2c(c1)[nH]nc2c1cccc(c1)[N+](=O)[O-]
REKKAW,5.4,CCc1cc(nn1c1ccc(cc1)[N+](=O)[O-])c1ccccc1
RELQUW,6.8,[O-][N+](=O)c1c(nc2n1cccc2C)c1ccccc1
RENTUZ,10.7,CN(c1ncnc(c1[N+](=O)[O-])N(C)C)C
REVRER,9,CCn1nc2c(c1)c(ccc2)[N+](=O)[O-]
REVRIV,9,CCn1ncc2c1cccc2[N+](=O)[O-]
REWDUS,7.5,CCOC(=O)C1=C(C)NC(=O)N[C@@H]1c1cccc(c1)[N+](=O)[O-]
REYKAH,8,O=Cc1n(nnc1C(C)(C)C)c1ccc(cc1)[N+](=O)[O-]
REYKEO,30.8,CO[N-][N+](=O)C([N+](=O)[N-]OC)CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
REZFUA,6,CN(C(=O)c1ccccc1)c1ccc(cc1)[N+](=O)[O-]
REZGEL,6.6,COc1ccc(cc1)C(=O)N(c1ccc(cc1)[N+](=O)[O-])C
RIGHUK04,9.8,[O-][N+](=O)c1cc(ccc1Cc1ncccc1C)[N+](=O)[O-]
RIGJIA,33.3,[O-][N+](=O)N1CN([C@H]2[C@@H]1[C@H]1[C@@H]2N(CN1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
RIJBIY,7.5,CC(=O)c1cccc(c1)n1nc2c(c1[N+](=O)[O-])cccc2
RIJMOM,8.5,OC[C@H]1O[C@H](C[C@@H]1O)n1ccc2c1ccc(c2)[N+](=O)[O-]
RIKNOO,18.8,[O-][N+](=O)c1cc[nH]n1
RIKZOD,24.9,[O-][N+](=O)c1cc(cc(c1Nn1nn[nH]c1=O)[N+](=O)[O-])[N+](=O)[O-]
RILXOB,8.6,O=[N+]1C(=[N+]=c2c(=C1C)cccc2)c1ccc(cc1)[N+](=O)[O-]
RINWUG,11.8,O=C(c1ccncc1)N/N=C/c1ccc(o1)[N+](=O)[O-]
RINYOC,10.1,O=[N+](c1ccccc1)/C=C/1\C=CC(=[O+]1)[N+](=O)[O-]
RIQRIV,5.8,Oc1ccc2c(c1Nc1ccc(cc1)[N+](=O)[O-])cccc2
RIRMAH,12.3,[O-][N+](=O)c1ccc(c(c1)N)N
RIYQOG,20.8,COc1ccc(c(c1c1c(OC)c(cc(c1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
RIYTID,8.6,N#Cc1cc(ccc1C)[N+](=O)[O-]
RIZGUD,12.8,[O-][N+](=O)c1cc(ccc1N/N=C(/c1ccco1)\C)[N+](=O)[O-]
ROFGAV,8.7,N#Cc1ccc(c(c1)[N+](=O)[O-])C
ROFHAV,19.2,O=C1C[C@@H]([C@@H]2O[C@H]1OC2)n1cc(c(n1)[N+](=O)[O-])[N+](=O)[O-]
ROFNIK,11.8,Cc1ccc(cc1c1nnn[nH]1)[N+](=O)[O-]
ROFQIO,16.4,ON(c1onc(c1)[N+](=O)[O-])[C@H]1CCCO1
ROGDEX,6.8,COc1ccc(cc1)/N=C/c1ccccc1[N+](=O)[O-]
ROGVAL,11.6,CCOC(=O)[C@@]1(C[C@H]1c1cccc(c1)[N+](=O)[O-])[N+](=O)[O-]
ROHBAR,8.8,O=C(c1ccncc1)N/N=C/c1ccc(cc1)[N+](=O)[O-]
ROKREO,6.9,CCN(c1ccc(cc1)/N=N/c1ccccc1[N+](=O)[O-])CC
ROKZUM,7.7,O=C1CCC(=C1)Nc1ccc(cc1)[N+](=O)[O-]
ROLBAV,13.1,[O-][N+](=O)c1ccnc(c1)c1nccc(c1)[N+](=O)[O-]
ROTXUV,8.6,[O-][N+](=O)c1cccc(c1)c1cnc(nc1)N1CCOCC1
ROWHUI,6.3,O=C(c1ccccc1Oc1ccccn1)c1ccc(cc1)[N+](=O)[O-]
RUBXOD,12.4,O=C(c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])N1CC=CC1
RUBYAQ,10.1,C=CCN(C(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])CC=C
RUCRIR,7.5,CCOC(=O)c1[nH]c(c2c1[C@@H]1CC[C@H]2C=C1)[N+](=O)[O-]
RUGJUZ,22.8,[O-][N+](=O)c1n(C)cnc1[N+](=O)[O-]
RUJJEM,7.6,Oc1ccc(c(c1)/C=N/NC(=O)c1cc2ccccc2cc1O)[N+](=O)[O-]
RUJSEV,9.2,[O-][N+](=O)c1ccccc1OCCCCOc1ccccc1[N+](=O)[O-]
RUQWEG,7.8,C/C(=N\NC(=O)c1ccccc1O)/c1ccc(cc1)[N+](=O)[O-]
RUSCOZ,6.7,N#C/C(=C\c1ccc(cc1)n1cncc1)/c1ccc(cc1)[N+](=O)[O-]
RUSHIW,20,N#[N+][N-][C@]1(C[C@H]2C[C@@H]1C[C@@]2([N-][N+]#N)[N+](=O)[O-])[N+](=O)[O-]
RUTFET,6.5,Oc1ccc2c(c1/C=N/N=C/c1ccc(cc1)[N+](=O)[O-])cccc2
RUVTAD01,6.3,O[C@@H]1CCCC[C@H]1Nc1ccc(cc1)[N+](=O)[O-]
RUWCIV,10,[O-][N+](=O)c1cc(ccc1N(c1ccccc1)C)[N+](=O)[O-]
RUXFAT,19.2,O=C1C[C@H]([C@H]2O[C@@H]1OC2)n1cc(c(n1)[N+](=O)[O-])[N+](=O)[O-]
SABDAC,8.3,COc1ccc(cc1)Oc1ncccc1[N+](=O)[O-]
SABFIM,7.6,O=C(c1ccccc1O)Nc1cccc(c1)[N+](=O)[O-]
SABJEM,9.1,COC(CN1CCN2C1=C(CC[C@@H]2O)[N+](=O)[O-])OC
SAFMAQ,19.9,[O-][N+](=O)c1cc2nn[nH]c2c(c1)[N+](=O)[O-]
SAFQOH,8.1,Oc1ccc(cc1)/C=N/NC(=O)c1cccc(c1)[N+](=O)[O-]
SAFYAB,10.5,N#Cc1nn(c(c1)N)c1ccc(cc1)[N+](=O)[O-]
SAGLOD,9.1,CCOC(=O)c1ccccc1NC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
SAGVUT,7.5,N#Cc1ccc(c(c1)[N+](=O)[O-])NC(C)C
SAHBEK,14.3,CNC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
SAHCOV,6.3,COc1c(O)ccc(c1[N+](=O)[O-])/C=N/c1cc(C)cc(c1)C
SAHLEU,7.1,OC(=O)c1ccccc1Nc1ccccc1[N+](=O)[O-]
SAHSID,11.1,[O-][N+](=O)c1cc2ccccc2cc1[N+](=O)[O-]
SAJYAD,10.1,Oc1ccc(nc1)/N=N/c1cccc(c1)[N+](=O)[O-]
SALXEJ,13.9,[O-][N+](=O)c1cc(ccc1N1CCC=N1)[N+](=O)[O-]
SAMROP,11.6,CN/C(=N\[N+](=O)[O-])/NC[C@H]1COCC1
SANQAA,8.2,[O-][N+](=O)/C=C/c1nc2c(n1C)cccc2
SANXOV,5.6,[O-][N+](=O)c1ccc(cc1)[C@H]1Nc2ccccc2[C@H]2[C@@H]1CCO2
SAPFUN,6.3,Nc1ccc(cc1/N=C/c1ccc(cc1)N(C)C)[N+](=O)[O-]
SAPGAS,14.4,CCOC(=O)c1cc(cc(c1O)[N+](=O)[O-])[N+](=O)[O-]
SAQVAG,7.1,C[C@H]1CC=CC(=O)N1C(=O)c1ccc(cc1)[N+](=O)[O-]
SAQVIS,7.2,CN(c1ccc(cc1)c1nc2c(o1)ccc(c2)[N+](=O)[O-])C
SAQYAK,9.5,O=C(c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])O[C@H]1[C@H]2C=C[C@H]3[C@@H]1[C@H]3C2
SAQZAK,34.5,[O-][N+](=O)Cn1nnc(n1)[N+](=O)[O-]
SASMEH,9,CCN1C(=O)/C(=N\Nc2ccc(cc2O)[N+](=O)[O-])/C(=C(C1=O)C#N)C
SATRIO,17.7,CC(=O)NCN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])CNC(=O)C
SATROU,21.1,COC(N([N+](=O)[O-])C)N([N+](=O)[O-])C
SAWBOH,23.1,[O-][N+](=O)c1cc(cc(c1C(=O)N)[N+](=O)[O-])[N+](=O)[O-]
SAWBUN,24.3,[O-][N+](=O)c1cc(cc(c1C(=O)O)[N+](=O)[O-])[N+](=O)[O-]
SAWFUS,6.6,COC(=O)/C(=N\c1ccc(cc1)[N+](=O)[O-])/c1ccccc1
SAWMIO,13.9,[O-][N+](=O)c1onc2c1CCCC2=O
SAWMUA,19.8,[O-][N+](=O)c1onc2c1[C@@H]1CO[C@@H](O1)C2=O
SAWNAH,18.8,[O-][N+](=O)c1cc(no1)C(=O)OC
SAWNEL,10.1,O=C(c1noc(c1)[N+](=O)[O-])OCc1ccccc1
SAXBUR,7.4,[O-][N+](=O)c1c(onc1c1ccccc1)c1ccccc1
SAZJIN,7.1,CCOc1ccc(cc1OC)/C=N/Nc1ccc(cc1)[N+](=O)[O-]
SAZPER,4.7,[O-][N+](=O)c1ccc2c(c1)N[C@@H](C(=N2)c1ccccc1)c1ccccc1
SEBHIQ,7.4,CN(c1ccc(cc1)/N=N/c1ccccc1[N+](=O)[O-])C
SECHIT,9.5,COC(=O)[C@@H](C(C)C)NC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
SECJER,13.2,Cc1ccc(cc1)C(=O)Oc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
SECSOK,6.2,[O-][N+](=O)c1cccc(c1)n1nc(cc1N)C(C)(C)C
SECVOL,24.5,[O-][N+](=O)N1CCCN(C1C1N(CCCN1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
SECVON,10.5,N#C/C(=C\c1cc2OCOc2cc1[N+](=O)[O-])/C(=O)OC
SEDMIZ,5.2,[O-][N+](=O)c1ccc(cc1)/C=N/N(c1ccccc1)c1ccccc1
SEDTUQ03,35.9,NC(=C([N+](=O)[O-])[N+](=O)[O-])N
SEFPEY,5,Cc1cc(nc(c1)C)NC(=O)[C@@H](c1ccc(cc1)[N+](=O)[O-])C
SEGFAL,26.4,[O-][N+](=O)c1nn(c(n1)[N+](=O)[O-])C
SEGRUR,12.5,Nc1nccc(c1)[N+](=O)[O-]
SEGSEC,23.8,CO[C@@H]1O[C@H](CO[N+](=O)[O-])[C@H]([C@@H]([C@H]1O)O[N+](=O)[O-])O[N+](=O)[O-]
SEJNEA,9.2,CC(N(c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C(C)C)C
SEKGUL,3.9,CC(=O)NC(CC([N+](=O)[O-])(C)C)(C)C
SEKHEW,6.5,C#[N+]C(CC([N+](=O)[O-])(C)C)(C)C
SEKJAU,4,CC1(C)NC(NC(C1)(C)C)c1ccc(cc1)[N+](=O)[O-]
SEKJEY,10.7,CC([N+](=O)[O-])(CC([N+](=O)[O-])(C)C)C
SEMXAJ,9.1,COc1c([N+](=O)[O-])c(C)c(cc1C(C)(C)C)[N+](=O)[O-]
SENHID,8.1,COC(=O)c1cc(ncc1[N+](=O)[O-])Nc1ccccc1
SERMUZ,9.4,CCOC(=O)c1n[nH]c2c1ccc(c2)[N+](=O)[O-]
SESSIT,7.6,CC1=NN([C@@H](C1)c1ccco1)c1ccc(cc1)[N+](=O)[O-]
SEZVEZ,5.8,C[C@@H](C(=O)OCc1ccc(cc1)[N+](=O)[O-])C(=O)Nc1ccccc1
SICNUN,21.5,OC(=O)CN(c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
SIDQEB,5.9,Oc1ccc2c(c1/C=N/c1cccc(c1)[N+](=O)[O-])cccc2
SIDVOQ,9.2,[O-][N+](=O)c1ccc(cc1)N/N=C/c1ccc(c(c1)O)O
SILTOW01,11.3,O=C(Nc1cccc(c1)[N+](=O)[O-])Nc1cccc(c1)[N+](=O)[O-]
SIMFAW,7.1,[O-][N+](=O)c1ccc2c(c1)nc(oc2=O)c1ccccc1
SIMGUR,8.4,[O-][N+](=O)/N=C/1\NCCN1CCC(=O)c1ccccc1
SIMYIX,7.3,[O-][N+](=O)c1ccc(cc1)N/N=C/c1ccc2c(c1)OCO2
SINBEX,7.5,CCOC(=O)c1c(C)nc(c(c1N)C#N)Oc1ccccc1[N+](=O)[O-]
SINHON,8.6,[O-][N+](=O)c1ccc(cc1)/C=C\c1ccc(cc1)[N+](=O)[O-]
SINRUC,8.7,O=Cc1cccn1c1ccc(cc1)[N+](=O)[O-]
SINZEW,9.5,O=C(c1cc(O)cc(c1)O)N/N=C/c1ccc(cc1)[N+](=O)[O-]
SIRXAS,15.7,[O-][N+](=O)[C@]1(C)C=C[C@@](c2c1cccc2)(C)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
SIRXOG,4,Cc1ccc(cc1)/N=C(\c1ccc(cc1)[N+](=O)[O-])/c1ccccc1
SIRXUM,4.1,Cc1ccc(cc1)/N=C(/c1ccc(cc1)[N+](=O)[O-])\c1ccccc1
SITHEK,16.9,[O-][N+](=O)c1cc(ccc1[N+](=O)[O-])n1cncn1
SITKAI,7.6,N#Cc1c(cccc1C#N)Oc1ccccc1[N+](=O)[O-]
SITLUF,8.6,COc1cc(/C=N/N=C/c2ccc(cc2)[N+](=O)[O-])ccc1O
SITPIW,22.8,N#[N+]/N=C/1\N=C[N+](=N1)c1ncc(cc1[N+](=O)[O-])[N+](=O)[O-]
SITPOC,17.7,[O-][N+](=O)c1cc(n2cncn2)c(c(c1)[N+](=O)[O-])N
SITPUI,16,COc1ccc(c(c1[N+](=O)[O-])n1cncn1)[N+](=O)[O-]
SITQAP,15.1,[O-][N+](=O)c1cc(n2cncn2)c(c(c1)[N+](=O)[O-])C
SITQET,14.1,[O-][N+](=O)c1cc([N+](=O)[O-])c(cc1n1cncn1)C
SITQIX,15.1,Cc1c(cc(cc1[N+](=O)[O-])n1ncnc1)[N+](=O)[O-]
SITQUJ,16.3,COc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])n1cncn1
SITRAQ,16.4,COc1cc(n2cncn2)c(cc1[N+](=O)[O-])[N+](=O)[O-]
SIYWIH,20.6,Nc1cc(N)c(cc1[N+](=O)[O-])[N+](=O)[O-]
SIZLUL,6.6,COc1ccc(c(c1)[N+](=O)[O-])NCc1ccccc1
SOBFOE,35.6,O=C1N[C@H]2[C@@H](N1[N+](=O)[O-])N([N+](=O)[O-])[C@@H]1[C@H](N2[N+](=O)[O-])N(C(=O)N1)[N+](=O)[O-]
SOBGAR,34.9,[O-][N+](=O)N1[C@@H]2NC(=O)N([C@@H]2N([C@H]2[C@@H]1NC(=O)N2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
SOBWAI,7.7,[O-][N+](=O)/C(=C/c1ccccc1)/C1=[N+]([O-])O[C@@H](C1)c1ccccc1
SOBWEM,7.8,[O-][N+](=O)/C(=C\C1=[N+]([O-])O[C@@H](C1)c1ccccc1)/c1ccccc1
SOGDAU,9.4,C/C(=N\Nc1ccc(cc1)[N+](=O)[O-])/c1nccnc1
SOGVOZ,11.7,CN1NC(C)(C)n2c(C1=O)c(nc2)[N+](=O)[O-]
SOHRUC,11.1,[O-][N+](=O)C1=CC(=[N+]([O-])[O-])C=c2c1cc(c[n+]2=O)c1ccccc1
SOJGED01,19.2,[O-][N+](=O)c1ccc(o1)/C=N\O
SOLTAP,8.4,O=C1C=CC=C/C/1=C/Nc1cc(ccc1O)[N+](=O)[O-]
SONBUS,13.8,COc1nccnc1/C=N\Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
SONDEE01,14.9,NC(=O)OCc1ncc(n1C)[N+](=O)[O-]
SOPZIG,8.4,Cc1nccn1c1ccc(cc1)[N+](=O)[O-]
SOPZOM,7.5,Cc1cn(c(n1)C)c1ccc(cc1)[N+](=O)[O-]
SOPZUS,7.8,CCc1nccn1c1ccc(cc1)[N+](=O)[O-]
SORBAC,6,[O-][N+](=O)c1ccc(cc1)n1ccnc1c1ccccc1
SORBEG,10.3,[O-][N+](=O)c1ccc(cc1)n1cccn1
SORBUW,8.2,[O-][N+](=O)c1ccc(cc1)n1cccc1
SORYEE01,10.9,CN(c1ccc(c2c1c(ccc2[N+](=O)[O-])N(C)C)[N+](=O)[O-])C
