ID,DetoQ(J/g),SMILES,,,,,,,,,,DetoQ
KOVHIM,4231,[O-][N+](=O)C(=C1NCCCCN1)[N+](=O)[O-],,,,,,,,,,4.231
KOWRUJ,5267,[O-][N+](=O)[C@@H]1C=C[C@@H](c2c1cccc2)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,5.267
KUBPAY,6636,[O-][N+](=O)N1CCN=C1C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,6.636
KUBPIG,6094,[O-][N+](=O)N1CCNC1=C([N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,6.094
KUBPOM,5875,[O-][N+](=O)N1CCCNC1=C([N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,5.875
KUBPUS,5418,[O-][N+](=O)N1CCCCNC1=C([N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,5.418
KUFLUU01,2433,COc1cccc(c1O)/C=N/c1cccc(c1)[N+](=O)[O-],,,,,,,,,,2.433
KUGSEM,1820,[O-][N+](=O)c1cccc(c1)c1cc2c(n1c1ccccn1)cccc2,,,,,,,,,,1.82
KUGYAM,4207,[O-][N+](=O)N1CN(CN([C@@H]2[C@H]1N(CN2C(=O)C)C(=O)C)[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,4.207
KUHCEW,2172,Cc1ccc(cc1)/N=C/c1ccccc1[N+](=O)[O-],,,,,,,,,,2.172
KUHKAB,2859,N#CC([C@@H]1C(=C(NC)Oc2c1cccc2)[N+](=O)[O-])C#N,,,,,,,,,,2.859
KUHKEF,2122,CCOC(=O)[C@@H]([C@@H]1C(=C(NC)Oc2c1cccc2)[N+](=O)[O-])C#N,,,,,,,,,,2.122
KUHVUE,3963,COC(=O)/C(=[N+]\1/N=[n+]2c(=C1C)cccc2)/C=C([N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,3.963
KUNLAG,1405,O=C(Nc1cc(C)cc(n1)C)Cc1cccc(c1)[N+](=O)[O-],,,,,,,,,,1.405
KUPCIJ,5742,[O-][N+](=O)NC(=O)OCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,5.742
KUTKOA,2021,[O-][N+](=O)/N=C/1\NCN(CN1C)Cc1ccccc1,,,,,,,,,,2.021
KUWGOZ,1742,CC(n1nccc1c1ccc(cc1)[N+](=O)[O-])(C)C,,,,,,,,,,1.742
KUZBAJ,1934,CCOC(=O)/C(=C/c1cc(ccc1N1CCCC1)[N+](=O)[O-])/C#N,,,,,,,,,,1.934
KUZJUL,2891,[O-][N+](=O)c1cccc(c1)/C=N/c1onc(c1C)C,,,,,,,,,,2.891
KUZVUX02,2268,[O-][N+](=O)c1cn(c(n1)C)CC(=O)OCC,,,,,,,,,,2.268
LABJON01,3297,O=C1NC(=O)N(C1)/N=C/c1ccc(o1)[N+](=O)[O-],,,,,,,,,,3.297
LABLOP,2099,Cn1cnc(c1NCc1ccccc1)[N+](=O)[O-],,,,,,,,,,2.099
LACLAC,3802,[O-][N+](=O)c1cc(C(=O)N)c(c(c1)[N+](=O)[O-])C,,,,,,,,,,3.802
LAGGAE,2507,Oc1ccccc1/C=N/c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,2.507
LAGVEU,3714,CC(=O)O[C@H]1N([N+](=O)[O-])c2ccccc2C(=O)N1[N+](=O)[O-],,,,,,,,,,3.714
LAGZUR,2242,O=C(C(C)C)NC1=C([N+](=O)[O-])C(=O)c2c(C1=O)cccc2,,,,,,,,,,2.242
LAHCEC,2555,OC(=O)CNc1ccc(cc1)[N+](=O)[O-],,,,,,,,,,2.555
LAJFAF,1981,COCCNC(=O)Nc1ccc(cc1)[N+](=O)[O-],,,,,,,,,,1.981
LALQIZ,2514,CC(=O)C(=NNc1c(C)cccc1[N+](=O)[O-])C(=O)C,,,,,,,,,,2.514
LANFIR,2336,Oc1ccc(c(c1)/C=N/NC(=O)c1cccc(c1O)C)[N+](=O)[O-],,,,,,,,,,2.336
LANHIR,1786,[O-][N+](=O)c1ccc(cc1)/C=C/c1cc2c(n1C)cccc2,,,,,,,,,,1.786
LANLOC,3423,CC(OC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])C,,,,,,,,,,3.423
LANTIF,3105,C/C(=N\N=C(\c1cccc(c1)[N+](=O)[O-])/C)/c1cccc(c1)[N+](=O)[O-],,,,,,,,,,3.105
LANWUU,3579,O=C(c1ccc(cc1)[N+](=O)[O-])N/N=C/c1cccc(c1)[N+](=O)[O-],,,,,,,,,,3.579
LAPCUC,3581,O=C(c1cccc(c1)[N+](=O)[O-])N/N=C/c1cccc(c1)[N+](=O)[O-],,,,,,,,,,3.581
LAPVAC,4779,COc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])n1cnnn1,,,,,,,,,,4.779
LAPVEG,4851,COc1c(cc(cc1[N+](=O)[O-])n1cnnn1)[N+](=O)[O-],,,,,,,,,,4.851
LAPVIK,4685,[O-][N+](=O)c1cc(cc(c1N)[N+](=O)[O-])n1cnnn1,,,,,,,,,,4.685
LAPVOQ,3551,Cc1ccc(cc1n1cnnn1)[N+](=O)[O-],,,,,,,,,,3.551
LAPVUW,5506,[O-][N+](=O)Nc1c(cc(cc1[N+](=O)[O-])n1cnnn1)[N+](=O)[O-],,,,,,,,,,5.506
LAPWAD,5496,N#[N+]/N=C/1\C(=C/C(=[N+]/2\C=NN=N2)/C=C1[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,5.496
LAPWEH,4779,[O-][N+](=O)c1cc([N+](=O)[O-])c(cc1n1cnnn1)C,,,,,,,,,,4.779
LAPWIL,4735,[O-][N+](=O)c1cc(cc(c1C)[N+](=O)[O-])n1cnnn1,,,,,,,,,,4.735
LAPWOR,5653,[O-][N+](=O)c1cc(cc(c1[N+](=O)[O-])[N+](=O)[O-])n1cnnn1,,,,,,,,,,5.653
LAPWUX,4844,COc1cc(n2cnnn2)c(cc1[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,4.844
LAPYUY,1829,O=C(Nc1ccc(cc1[N+](=O)[O-])C)CCC(=O)O,,,,,,,,,,1.829
LAQKIZ,3722,C[C@@H]([C@H](c1ccc(cc1)[N+](=O)[O-])O)[N+](=O)[O-],,,,,,,,,,3.722
LATWOS,4437,O=C(c1c2nonc2c(cc1[N+](=O)[O-])[N+](=O)[O-])C(=O)c1ccccc1,,,,,,,,,,4.437
LEBGEE,4013,CC(=NNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C,,,,,,,,,,4.013
LECVAQ,3774,[O-][N+](=O)c1cc(cc2c1N(N=C(O2)c1ccco1)C(=O)c1ccco1)[N+](=O)[O-],,,,,,,,,,3.774
LEDYOK,2475,COC(=O)CNC(=O)c1ccc(c(c1)[N+](=O)[O-])OC,,,,,,,,,,2.475
LEFCEG,4346,C/C(=C\c1ccccc1[N+](=O)[O-])/[N+](=O)[O-],,,,,,,,,,4.346
LEFHAH,3200,COc1c(C(=O)N[C@H](C(=O)OC)C)c(OC)c(cc1[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,3.2
LEFRAP,5805,[O-][N+](=O)C1CN(CN(C1)[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,5.805
LEFRET,4460,OC(=O)CCC1(CN(CN(C1)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,4.46
LEFZED,2070,CC(=O)Nc1ccc(cc1)Oc1ccc(cc1)[N+](=O)[O-],,,,,,,,,,2.07
LEHNIW,2854,[O-][N+](=O)c1c[nH]c(=O)n(c1=O)C,,,,,,,,,,2.854
LEJKOA,4847,[O-][N+](=O)C1([N+](=O)[O-])[C@@H]2C[C@H]3[C@H]4[C@@H]2[C@H]2[C@@H]1C[C@H]([C@@H]42)C3([N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,4.847
LEKHUE,2658,[O-][N+](=O)c1nc([nH]c1C)C,,,,,,,,,,2.658
LEKLOC,1931,O=Cc1ccccc1CCNc1ccccc1[N+](=O)[O-],,,,,,,,,,1.931
LEMSAA,2201,COc1c(OC)cccc1C(=O)Nc1ccc(cc1)[N+](=O)[O-],,,,,,,,,,2.201
LEQTAC,3181,Oc1ccc(cc1)C(=O)N/N=C/c1ccc(o1)[N+](=O)[O-],,,,,,,,,,3.181
LESLIG,2008,COC(=O)c1cc(NC(=O)c2ccc(cc2)[N+](=O)[O-])c(cc1O)O,,,,,,,,,,2.008
LEVKEE,2887,CC([C@@H]([N+](=O)[O-])Cc1ccccc1)([N+](=O)[O-])C,,,,,,,,,,2.887
LEVNUW,2162,[O-][N+](=O)c1ccc(cc1)NCc1ccncc1,,,,,,,,,,2.162
LEWGEA,2417,CCN1C(=O)c2c(C1=O)cc(cc2)[N+](=O)[O-],,,,,,,,,,2.417
LEWJUS,3673,[O-][N+](=O)C[C@]1(O)C(=O)c2cc(ccc2c2c1cc(cc2)[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,3.673
LEXYUK,2054,CCOC(=O)c1oc2c(c1N1C(=O)CCC1=O)cc(cc2)[N+](=O)[O-],,,,,,,,,,2.054
LEZNUZ,3678,O=C1ON=C(/C/1=N/Nc1ccc(cc1)[N+](=O)[O-])C,,,,,,,,,,3.678
LEZPEL,2444,CC1=NN(C(=O)/C/1=N\Nc1ccc(cc1)[N+](=O)[O-])c1ccccc1,,,,,,,,,,2.444
LIBMUF,2228,COc1ccc(c(c1)O)/C(=N/NC(=O)c1ccc(cc1)[N+](=O)[O-])/C,,,,,,,,,,2.228
LIBXEZ,2584,[O-][N+](=O)c1ccc2c(c1)cn(n2)c1ccccc1,,,,,,,,,,2.584
LIHWEF,2066,O=C1O[C@H]2CCC[C@@H]2C(=O)N1c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,2.066
LIJKEV,2765,[O-][N+](=O)c1cn(c(n1)C)c1cccnc1,,,,,,,,,,2.765
LIJQEB,2209,N#C/C(=C\c1c[nH]c2c1cccc2)/c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,2.209
LILJUL,3671,[O-][N+](=O)c1cc(ccc1/C=C/c1ccc2c(c1)OCO2)[N+](=O)[O-],,,,,,,,,,3.671
LINHUL,3222,[O-][N+](=O)[C@]12C[C@H]3C[C@@]2(C[C@@H](C1)C3)[N+](=O)[O-],,,,,,,,,,3.222
LINJAT,4323,[O-][N+](=O)[C@@H]1[C@@H]2C[C@@]3(C[C@H]1C[C@@]3(C2)[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,4.323
LINVUZ,3468,COc1ccc(cc1)/C=C(/[N+](=O)[O-])\C#N,,,,,,,,,,3.468
LIPRIO,3020,Cc1ccc(cc1)/[NH+]=C/1\C=CC(=C[N+]1=O)[N+](=O)[O-],,,,,,,,,,3.02
LIPVEN,2059,[O-][N+](=O)c1cccc(c1)/C=C/c1ccc2c(n1)c(O)ccc2,,,,,,,,,,2.059
LIQDEW,2351,[O-][N+](=O)c1cnc(nc1)NCc1ccccc1,,,,,,,,,,2.351
LIQKEC,3079,O=C(c1n[nH]cn1)N/N=C/c1cccc(c1)[N+](=O)[O-],,,,,,,,,,3.079
LIVWET02,2160,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,,,,,,,,,,2.16
LIXWAS,2556,COc1ccc(cc1)/C=N/Nc1ccccc1[N+](=O)[O-],,,,,,,,,,2.556
LOBWIJ,2446,ON1C(=O)c2cc(ccc2CC1(C)C)[N+](=O)[O-],,,,,,,,,,2.446
LOFCEQ,3117,[O-][N+](=O)c1ccc2c(c1)n(nc2)CCn1ncc2c1cc(cc2)[N+](=O)[O-],,,,,,,,,,3.117
LOFSII,2572,O=C1/C(=C/Nc2ccc(cc2)[N+](=O)[O-])/C=CC=C1O,,,,,,,,,,2.572
LOFSUV,2359,CCN1C(=O)/C(=N\Nc2ccccc2[N+](=O)[O-])/C(=C(C1=O)C#N)C,,,,,,,,,,2.359
LOHGOE,2081,[O-][N+](=O)c1ccc2c3c1cccc3c(=O)n(c2=O)c1ccccc1,,,,,,,,,,2.081
LOJBAN,1849,CCCNc1ccc(cc1)[N+](=O)[O-],,,,,,,,,,1.849
LOJBER,1525,CCCCNc1ccc(cc1)[N+](=O)[O-],,,,,,,,,,1.525
LOJBIV,1236,CCCCCNc1ccc(cc1)[N+](=O)[O-],,,,,,,,,,1.236
LOJKAX,3375,N#Cc1cccc(c1C)[N+](=O)[O-],,,,,,,,,,3.375
LOLFAT,5988,[O-][N+](=O)OC1CN(CN(C1)[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,5.988
LOLFEX,4990,OC1CN(CN(C1)[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,4.99
LOLGAV01,2673,[O-][N+](=O)c1ccccc1n1nnc(c1)c1ccccc1,,,,,,,,,,2.673
LOLGUP,2609,[O-][N+](=O)c1cccc(c1)n1nnc(c1)c1ccccc1,,,,,,,,,,2.609
LOLHOK,2608,[O-][N+](=O)c1ccc(cc1)n1nnc(c1)c1ccccc1,,,,,,,,,,2.608
LOLJAX02,5211,O=C(C(=O)N1CC(C1)([N+](=O)[O-])[N+](=O)[O-])N1CC(C1)([N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,5.211
LONSAK,2346,O=C1CCC(=O)N1C(=O)c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,2.346
LORJAD,2971,CCOC(=O)/C(=C/N/N=C\1/N(C)C(=O)N(C(=O)/C1=N\O)C)/[N+](=O)[O-],,,,,,,,,,2.971
LORNAI,2889,N#CCc1cccc(c1C)[N+](=O)[O-],,,,,,,,,,2.889
LOZZEH,2573,CN([N+](=O)[O-])CN1C(=O)c2c(C1=O)cccc2,,,,,,,,,,2.573
LOZZIL,5828,[O-][N+](=O)NCN([N+](=O)[O-])C,,,,,,,,,,5.828
LUDFAR,4633,O=C/C=C/O/C=C/c1noc(c1)[N+](=O)[O-],,,,,,,,,,4.633
LUDGAS,1948,CN(c1ccc(cc1)C(=O)c1ccc(cc1)[N+](=O)[O-])C,,,,,,,,,,1.948
LUFXIV,1567,CCCCCCc1nnn(c1)c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,1.567
LUHPAF,3811,[O-][N+](=O)N1CCNC1=O,,,,,,,,,,3.811
LULYEW,2189,O=C1C=CC(=C/C/1=C/NCc1ccccc1)[N+](=O)[O-],,,,,,,,,,2.189
LUTXAB,2390,CNC1=C(C=C2[C@@H](N1C)Oc1c(C2=O)cccc1)[N+](=O)[O-],,,,,,,,,,2.39
MABPAJ,2004,O=C1N[C@@H](Nc2c1cccc2)c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,2.004
MABZNA02,1870,CN(c1ccc(cc1)/C=N/c1ccc(cc1)[N+](=O)[O-])C,,,,,,,,,,1.87
MACINA10,2389,OC(=O)/C=C/c1ccc(c(c1)[N+](=O)[O-])N(C)C,,,,,,,,,,2.389
MADKOT,2460,O[C@@H]([C@H]([N+](=O)[O-])C)c1ccncc1,,,,,,,,,,2.46
MADKUZ,2050,O[C@H](C([N+](=O)[O-])(C)C)c1ccncc1,,,,,,,,,,2.05
MAJTIB,2676,O=C1NC(=O)c2c1cc(cc2)[N+](=O)[O-],,,,,,,,,,2.676
MAMGEM,3758,[O-][N+](=O)C(=C(c1ccccc1)c1ccccc1)[N+](=O)[O-],,,,,,,,,,3.758
MANXUW,1755,[O-][N+](=O)c1cc2O[C@@H](CNc2cc1)OCCCC,,,,,,,,,,1.755
MAPFOZ,2397,COc1ccc(c(c1)/C=N/c1ccc(cc1)[N+](=O)[O-])O,,,,,,,,,,2.397
MAPFUF,2115,CCOc1cccc(c1O)/C=N/c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,2.115
MAPPUQ,3158,CC(=O)O[C@H]1NC(=C([N+](=O)[O-])[N+](=O)[O-])N[C@@H]1OC(=O)C,,,,,,,,,,3.158
MATCUF,1844,O=c1nc(N(c2ccc(cc2)[N+](=O)[O-])C)n(c(=O)n1C)C,,,,,,,,,,1.844
MATDEQ,1828,O=c1n(C)c(=Nc2ccc(cc2)[N+](=O)[O-])n(c(=O)n1C)C,,,,,,,,,,1.828
MAYKAB,2154,C#CCN1[C@@H](C[N+](=O)[O-])[C@H]2[C@@H]([C@H]1[C@@H](O)C)OC(O2)(C)C,,,,,,,,,,2.154
MAYKEF,1409,O[C@@H]1CN2C[C@@H]([C@@H]([C@H]2[C@H]2[C@@H]1OC(O2)(C)C)[N+](=O)[O-])C,,,,,,,,,,1.409
MAYKIJ,2060,O[C@@H]1CN2C[C@H]3[C@@]([C@H]2[C@H]2[C@@H]1OC(O2)(C)C)(C3)[N+](=O)[O-],,,,,,,,,,2.06
MAYKOP,1391,O[C@@H]1CN2C[C@H]([C@H]([C@@H]2[C@@H]2[C@H]1OC(O2)(C)C)[N+](=O)[O-])C,,,,,,,,,,1.391
MAYKUV,1786,C[C@@H]([C@@H]1[C@H]2OC(O[C@H]2[C@H]2N1C[C@H]1[C@@]2(C1)[N+](=O)[O-])(C)C)O,,,,,,,,,,1.786
MAZXEQ,3000,O=C1[C@H]2C[C@@H](c3c1cc(cc3)[N+](=O)[O-])C(=O)c1c2ccc(c1)[N+](=O)[O-],,,,,,,,,,3
MAZZOD,2069,O=C(Nc1cccc(c1)[N+](=O)[O-])CCC(=O)O,,,,,,,,,,2.069
MEDNEQ,3917,[O-][N+](=O)c1cc2n3c(n[nH]c3=O)COc2c(c1)[N+](=O)[O-],,,,,,,,,,3.917
MEDNIU,3186,[O-][N+](=O)c1cc2n3c(COc2c(c1)[N+](=O)[O-])nn(c3=O)/C(=C(/O)\C)/C(=O)C,,,,,,,,,,3.186
MEGMIV,1720,O[C@H]1CCN(C1)/C(=N/C(=O)OCc1ccc(cc1)[N+](=O)[O-])/C,,,,,,,,,,1.72
MEKRAV,1769,O=C1NC(=C([C@@H](C1)c1cccc(c1)[N+](=O)[O-])C(=O)C)C,,,,,,,,,,1.769
MEMDIS,3333,[O-][N+](=O)c1ccc(cc1)C1=CO[C@@H]2O[C@H]1OC=C2c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,3.333
MENBEN,2523,[O-][N+](=O)c1ccccc1/C=N/c1ccccc1,,,,,,,,,,2.523
MENFXN,6774,[O-][N+](=O)C1=C(C)[N+](=O)O[N-]1,,,,,,,,,,6.774
MENOIM,3373,[O-][N+](=O)c1c[nH]c(n1)C,,,,,,,,,,3.373
MENPND10,3551,COC(=O)C(=NNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C(=O)OC,,,,,,,,,,3.551
MENPPO,2078,O=C1C[C@@H](C(=O)N1C)c1ccccc1[N+](=O)[O-],,,,,,,,,,2.078
MEPFOD,1493,CCN(CCN/C=C\1/C=C(C=CC1=O)[N+](=O)[O-])CC,,,,,,,,,,1.493
MEPQAA,3282,[O-][N+](=O)c1ccc(c2c1non2)NCCc1ccccn1,,,,,,,,,,3.282
MEQVIO,1663,CCc1ccc(nc1)CCOc1ccc(cc1)[N+](=O)[O-],,,,,,,,,,1.663
MERMEE,5744,N#[N+][N-]C1=C([N+](=O)[O-])/C(=N/[N+]#N)/C(=[N+]\2/N=CN=C2)/C(=C1[N+](=O)[O-])[N-][N+]#N,,,,,,,,,,5.744
MERMOO,3889,[O-][N+](=O)c1c(n2cncn2)c(n2cncn2)c(c(c1N)[N+](=O)[O-])N,,,,,,,,,,3.889
MERVEN,3785,[O-][N+](=O)c1c(N)c(n2cncn2)c(c(c1N)[N+](=O)[O-])N,,,,,,,,,,3.785
METNAM01,4536,CN([N+](=O)[O-])C,,,,,,,,,,4.536
MEWLIL,2340,C=CCn1c(=O)[nH]c2c1ccc(c2)[N+](=O)[O-],,,,,,,,,,2.34
MEWSAK,6432,[O-][N+](=O)C(CO[N+](=O)[O-])CO[N+](=O)[O-],,,,,,,,,,6.432
MEWTUF,1781,OC[C@@]1(CN(C[C@@H]1c1ccc(cc1)OC)C)[N+](=O)[O-],,,,,,,,,,1.781
MICMAM,3544,CCCNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,3.544
MICMEQ,3174,CCCCNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,3.174
MICMIU,2841,CCCCCNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,2.841
MIFWOO,1950,O=C1Nc2n[nH]c(c2[C@@H](C1)c1ccc(cc1)[N+](=O)[O-])C,,,,,,,,,,1.95
MIMPOQ,3147,[O-][N+](=O)C[C@H]1ON=C(C1)c1ccccc1,,,,,,,,,,3.147
MIMYUF,1809,N#Cc1c(N)nc2c(c1c1ccc(cc1)[N+](=O)[O-])ccc1c2cccc1,,,,,,,,,,1.809
MINHAV,5887,[O-][N+](=O)Nc1nnc2n(n1)cnn2,,,,,,,,,,5.887
MINPAB,1840,Cc1ccc(c(c1)C)/N=C/c1ccccc1[N+](=O)[O-],,,,,,,,,,1.84
MINPEF,1731,Cc1ccc(c(c1)C)/N=C/c1cccc(c1)[N+](=O)[O-],,,,,,,,,,1.731
MIQNOP,2785,O=C(c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])O[C@@H]1C[C@H]2C[C@@H]1c1c2cccc1,,,,,,,,,,2.785
MIYDII,2521,OC(=O)[C@@H]1CCCN/C(=N/[N+](=O)[O-])/N1,,,,,,,,,,2.521
MNABTZ10,2834,C[n+]1nc([N-]c2ccccc2[N+](=O)[O-])c2c(n1)cccc2,,,,,,,,,,2.834
MNETAM01,3503,CN(/C=C/[N+](=O)[O-])C,,,,,,,,,,3.503
MNHCHA,3712,[O-][N+](=O)[C@@]12C[C@@H]1[C@]1(C[C@H]1C[C@@]2(O)C(=O)O)[N+](=O)[O-],,,,,,,,,,3.712
MNIANL05,3009,Nc1cccc(c1)[N+](=O)[O-],,,,,,,,,,3.009
MNIMET,2760,OCCn1c(C)ncc1[N+](=O)[O-],,,,,,,,,,2.76
MNIPZN,2301,Cc1ccc(c(c1)[N+](=O)[O-])N/N=C/1\C(=O)C=Cc2c1cccc2,,,,,,,,,,2.301
MNPMAL01,2558,O=C(Nc1cccc(c1)[N+](=O)[O-])/C=C\C(=O)O,,,,,,,,,,2.558
MNQUON10,3151,COc1cc([N+](=O)[O-])c2c(c1=O)ccc[nH]2,,,,,,,,,,3.151
MOCJUK01,5636,[O-][N+](=O)c1cc(cc(c1c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,5.636
MODPOL,3436,[O-][N+](=O)c1cc(ccc1C)c1nnn[nH]1,,,,,,,,,,3.436
MOHZEQ,2162,Cc1ccc(cc1)N/N=C\1/C(=NN(C1=O)c1cccc(c1)[N+](=O)[O-])C,,,,,,,,,,2.162
MOKLAA,1938,CNC(=O)Oc1cc(ccc1OC(C)C)[N+](=O)[O-],,,,,,,,,,1.938
MOLFID,1448,O=C1C=CC(=C/C/1=C/NCCN1CCCCC1)[N+](=O)[O-],,,,,,,,,,1.448
MOMHAZ,2496,[O-][N+](=O)c1ccc(cc1)c1nnn2c1COCc1c2cccc1,,,,,,,,,,2.496
MONLAE,2230,[O-][N+](=O)c1ccc(cc1)/N=C/1\OC(=O)c2c3c1cccc3ccc2,,,,,,,,,,2.23
MOPHIK,2463,O=C(c1cc(cn1C)[N+](=O)[O-])N/N=C/c1ccccc1,,,,,,,,,,2.463
MOQNIQ,1602,[O-][N+](=O)C[C@@H]([C@@]1(N=C(C(=O)O1)C)c1ccccc1)c1ccccc1,,,,,,,,,,1.602
MOSLUC,2365,COc1ccc(cc1)/N=C/c1cc(ccc1O)[N+](=O)[O-],,,,,,,,,,2.365
MOTJOU,3112,COc1ccc(cc1)N([N+](=O)[O-])C,,,,,,,,,,3.112
MOZLUJ,1884,CCCNC(=O)c1ccccc1[N+](=O)[O-],,,,,,,,,,1.884
MTNANL,5840,CN(c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,5.84
MTNOAN10,4525,CC(=O)N(c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])C,,,,,,,,,,4.525
MUBGUM,2038,O=C1C=CC(=C/C/1=C/NCCN1CCOCC1)[N+](=O)[O-],,,,,,,,,,2.038
MUBKEA,2366,O=C([C@H]1O[C@H]1c1ccc(cc1)[N+](=O)[O-])Nc1ccccc1,,,,,,,,,,2.366
MUBROR,2185,[O-][N+](=O)c1ccc(cc1)COc1ccc2c(c1)cccn2,,,,,,,,,,2.185
MUCGUN,3284,O=C(c1ccc(cc1)[N+](=O)[O-])NNC(=O)c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,3.284
MUDWEO01,2710,[O-][N+](=O)c1cc([N+](=O)[O-])c(cc1Nc1ccccc1)Nc1ccccc1,,,,,,,,,,2.71
MUDYOA,2584,Oc1ccc(c(c1)O)/C=N/Nc1ccc(cc1)[N+](=O)[O-],,,,,,,,,,2.584
MUFJOO,3399,O=Cc1c(ccc2c1cccc2)Oc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,3.399
MUFKUV,3457,[O-][N+](=O)c1cc(ccc1Oc1ccc2c(c1)cccc2)[N+](=O)[O-],,,,,,,,,,3.457
MUGNUX01,4484,[O-][N+](=O)N1[C@@H]2O[C@H]3O[C@@H]2N([C@H]2[C@@H]1O[C@@H]3O2)[N+](=O)[O-],,,,,,,,,,4.484
MUGSEM,1803,O=C1Cc2ccccc2[C@H](N1)c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,1.803
MUGTAJ,1794,O=C1Cc2ccccc2[C@H](N1)c1cccc(c1)[N+](=O)[O-],,,,,,,,,,1.794
MUJKEH,2728,O=C(c1ccncc1)N/N=C/c1cccc(c1)[N+](=O)[O-],,,,,,,,,,2.728
MUKCAX,3374,[O-][N+](=O)c1cccc2c1[nH]nc2O,,,,,,,,,,3.374
MULGUW,2002,Cc1nc(c(n1C)[N+](=O)[O-])/C=C/c1ccccc1,,,,,,,,,,2.002
MUTSAW,2687,OCCN1CCN/C/1=C\[N+](=O)[O-],,,,,,,,,,2.687
MUYLAT,2142,Cc1cc(C)n(c(=O)n1)c1cccc(c1)[N+](=O)[O-],,,,,,,,,,2.142
MUZNEC,4609,[O-][N+](=O)c1n[nH]nc1C,,,,,,,,,,4.609
NABMIM,5170,OC(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,5.17
NABMOS,5783,[O-][N+](=O)N1CCN(C1)[N+](=O)[O-],,,,,,,,,,5.783
NABMUY,5805,CC([N+](=O)[O-])([N+](=O)[O-])CN([N+](=O)[O-])CC([N+](=O)[O-])([N+](=O)[O-])C,,,,,,,,,,5.805
NACXEU01,7376,[O-][N+](=O)[C@]12[C@H]3[C@]4([C@@H]2[C@]2([C@@H]1[C@@]3([C@@]42[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,7.376
NAGGOU,4077,[O-][N+](=O)c1ccc(cc1)n1cnnn1,,,,,,,,,,4.077
NANGIT,3551,[O-][N+](=O)[C@@]12[N-][N+](=O)C([C@]2(CC(C1)(C)C)[N+](=O)[O-])(C)C,,,,,,,,,,3.551
NANILI29,2945,Nc1ccc(cc1)[N+](=O)[O-],,,,,,,,,,2.945
NANVED,3146,CCOC(=O)[C@@](c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])(c1ccccc1)C#N,,,,,,,,,,3.146
NAPHAP,5439,N#[N+]/N=C/1\N=[NH+]/C(=N\[N+](=O)[O-])/N1,,,,,,,,,,5.439
