ID,BDE(kJ/mol),smiles
MUBGUM,313.1,O=C1C=CC(=C/C/1=C/NCCN1CCOCC1)[N+](=O)[O-]
MUBKEA,290.4,O=C([C@H]1O[C@H]1c1ccc(cc1)[N+](=O)[O-])Nc1ccccc1
MUBROR,293.1,[O-][N+](=O)c1ccc(cc1)COc1ccc2c(c1)cccn2
MUCGUN,285,O=C(c1ccc(cc1)[N+](=O)[O-])NNC(=O)c1ccc(cc1)[N+](=O)[O-]
MUDWEO01,309.3,[O-][N+](=O)c1cc([N+](=O)[O-])c(cc1Nc1ccccc1)Nc1ccccc1
MUDYOA,307.6,Oc1ccc(c(c1)O)/C=N/Nc1ccc(cc1)[N+](=O)[O-]
MUFJOO,261.7,O=Cc1c(ccc2c1cccc2)Oc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
MUFKUV,264.2,[O-][N+](=O)c1cc(ccc1Oc1ccc2c(c1)cccc2)[N+](=O)[O-]
MUGNUX01,177.6,[O-][N+](=O)N1[C@@H]2O[C@H]3O[C@@H]2N([C@H]2[C@@H]1O[C@@H]3O2)[N+](=O)[O-]
MUGSEM,289.9,O=C1Cc2ccccc2[C@H](N1)c1ccc(cc1)[N+](=O)[O-]
MUGTAJ,290.9,O=C1Cc2ccccc2[C@H](N1)c1cccc(c1)[N+](=O)[O-]
MUJKEH,290.8,O=C(c1ccncc1)N/N=C/c1cccc(c1)[N+](=O)[O-]
MUKCAX,310.9,[O-][N+](=O)c1cccc2c1[nH]nc2O
MULGUW,313.8,Cc1nc(c(n1C)[N+](=O)[O-])/C=C/c1ccccc1
MUTSAW,356.6,OCCN1CCN/C/1=C\[N+](=O)[O-]
MUYLAT,287.8,Cc1cc(C)n(c(=O)n1)c1cccc(c1)[N+](=O)[O-]
MUZNEC,297.1,[O-][N+](=O)c1n[nH]nc1C
NABMIM,140.3,OC(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
NABMOS,150.8,[O-][N+](=O)N1CCN(C1)[N+](=O)[O-]
NABMUY,143.6,CC([N+](=O)[O-])([N+](=O)[O-])CN([N+](=O)[O-])CC([N+](=O)[O-])([N+](=O)[O-])C
NACXEU01,222.7,[O-][N+](=O)[C@]12[C@H]3[C@]4([C@@H]2[C@]2([C@@H]1[C@@]3([C@@]42[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
NAGGOU,286.3,[O-][N+](=O)c1ccc(cc1)n1cnnn1
NANGIT,101.8,[O-][N+](=O)[C@@]12[N-][N+](=O)C([C@]2(CC(C1)(C)C)[N+](=O)[O-])(C)C
NANILI29,310.8,Nc1ccc(cc1)[N+](=O)[O-]
NANVED,254.8,CCOC(=O)[C@@](c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])(c1ccccc1)C#N
NAPHAP,265.6,N#[N+]/N=C/1\N=[NH+]/C(=N\[N+](=O)[O-])/N1
NAPHUK,278.1,[O-][N+](=O)/C=C/C=C/[N+](=O)[O-]
NAPJIA,267.2,C/C(=C\C=C(\[N+](=O)[O-])/C)/[N+](=O)[O-]
NAPXEK,296.7,[O-][N+](=O)c1ccc(cc1)c1nnn(c1C)C(=C)c1ccccc1
NAQSUW,290.3,Nc1cc(ccc1c1ccc(cc1)[N+](=O)[O-])[N+](=O)[O-]
NASXEN,277.6,O=C1OC2(CCCCC2)OC(=O)C1=CNc1ccccc1[N+](=O)[O-]
NATHAS,247.4,COc1cccc(c1)/C(=N/Nc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])/C
NAWPUW,232.2,[O-][N+](=O)c1cc(cc(c1N1CCCC1)[N+](=O)[O-])[N+](=O)[O-]
NAWQAD,236.1,[O-][N+](=O)c1cc(cc(c1N1CCOCC1)[N+](=O)[O-])[N+](=O)[O-]
NAWQEH,238.2,[O-][N+](=O)c1cc(cc(c1N1CCCCC1)[N+](=O)[O-])[N+](=O)[O-]
NAYNUX01,150.1,[O-][N+](=O)N1[C@@H]2O[C@@H]3[C@H]1N([N+](=O)[O-])[C@@H]1N([C@H]2O[C@@H]1N3[N+](=O)[O-])[N+](=O)[O-]
NAYPAF,153.4,[O-][N+](=O)N1[C@H]2O[C@H]3[C@@H]1N([N+](=O)[O-])[C@H]1O[C@@H]2N([N+](=O)[O-])[C@H]1N3[N+](=O)[O-]
NBARBA,337.4,[O-][N+](=O)c1c(O)[nH]c(=O)[nH]c1=O
NBCBRE10,276.1,N#C[C@@H]1[C@H]2C[C@H]3[C@@H]1C=C[C@H]3[C@@H]2OC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
NBFURX,288.8,O/N=C/1\Oc2c(C1=O)cc(cc2)[N+](=O)[O-]
NBZMAA,295.8,CN(c1ccc(cc1)/N=C/c1ccc(cc1)[N+](=O)[O-])C
NEDCAA,297,[O-][N+](=O)c1ccc(cc1)N/C=N/c1ccc(cc1)[N+](=O)[O-]
NEDDOP,342.3,OC[C@H]1O[C@H](C[C@@H]1O)n1cc(c2c1ncnc2N)[N+](=O)[O-]
NEDSEU,226,CN1C[C@]2(CC=C[C@@](C1)(C2)[N+](=O)[O-])[N+](=O)[O-]
NEGKES,250.3,[O-][N+](=O)c1ccccc1n1nc(cc1N)C(C)(C)C
NEHPOG,220.8,COc1ccc(cc1)/C(=N\Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/[N+](=O)[O-]
NEMLIA,310,COc1cc(/C=N/Nc2ccc(cc2)[N+](=O)[O-])ccc1O
NEQGOH,294.9,COc1ccc(c(c1)Nc1ncnc2c1cc(cc2)[N+](=O)[O-])OC
NEQSIN,298.2,N#Cc1cc(ccc1/N=C/N(C)C)[N+](=O)[O-]
NEZBIE,286.6,COc1ncc(c2c1[nH]cc2)OC(=O)c1ccc(cc1)[N+](=O)[O-]
NHANTQ,249,Oc1ccc(c2c1C(=O)c1c(C2=O)c(O)ccc1[N+](=O)[O-])[N+](=O)[O-]
NHMENT,235.7,OC[C@@H]1C[C@@]2(N[C@H]1[C@H]1C[C@]1(C2)[N+](=O)[O-])[N+](=O)[O-]
NHPYOX10,294.3,C[C@H]1C[C@H]2CCCCN2[C@H](O1)c1ccc(cc1)[N+](=O)[O-]
NIAMBP,265,Nc1ccc(cc1)c1ccccc1[N+](=O)[O-]
NIBBEI,285.4,O=C1OC2(CCCC2)OC(=O)C1=CNc1cccc(c1)[N+](=O)[O-]
NIEQIN,319.5,CCOc1cc([N+](=O)[O-])c2c(c1)C(=CC(N2)(C)C)C
NIHBOX,293,O=C1/C(=C/2\C=CC(=[N+]([O-])[O-])C=C2)/[N+](=O)[C@](N1C)(C)C(C)C
NIKTEH,288.4,[O-][N+](=O)c1cccc(c1)c1nc2ccccc2nc1c1cccc(c1)[N+](=O)[O-]
NIKVAF,294,CO[C@H](c1ccc(cc1)[N+](=O)[O-])Nc1ccccn1
NILZAM,148,CCOC(=O)c1noc(c1)CO[N+](=O)[O-]
NIMFOE,284.5,[O-][N+](=O)c1c[nH]c(=O)[nH]c1=O
NINQEI,296.9,CNC1=C([N+](=O)[O-])[C@H](C2=C(O1)CCCC2=O)c1ccc(cc1)[N+](=O)[O-]
NIPCIM,292.2,[O-][N+](=O)c1ccc(cc1)N=C=Nc1ccc(cc1)[N+](=O)[O-]
NIPFUP,257,[O-][N+](=O)c1ccc(o1)/C=C/C(=O)c1ccccc1[N+](=O)[O-]
NIPHAZ,295.6,N#[N+][N-]c1ccc(cc1)[N+](=O)[O-]
NIPPAG,284.5,CCN1C(=O)/C(=N\Nc2cccc(c2)[N+](=O)[O-])/C(=C(C1=O)C#N)C
NIPYAZ,179.1,[O-][N+](=O)n1cccn1
NIQTUD,293.3,O=C(Oc1ccc(cc1)[N+](=O)[O-])CCC(=O)Oc1ccc(cc1)[N+](=O)[O-]
NISGEB,198.3,[O-][N+](=O)C(CCc1nnn[nH]1)(CCc1nnn[nH]1)CCc1nnn[nH]1
NITBAL02,292.8,O/N=C/c1ccc(cc1)[N+](=O)[O-]
NIWROB03,289.4,O=C1N[C@H](Nc2c1cccc2)c1cccc(c1)[N+](=O)[O-]
NIZCAA,270.4,Cc1cccc(n1)Cc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
NMBYAN,291.5,Cc1ccc(cc1)/N=C/c1ccc(cc1)[N+](=O)[O-]
NMBZAX,295.1,C[N+](=O)/C=C/1\C=CC(=[N+]([O-])[O-])C=C1
NMBZYA01,293.1,COc1ccc(cc1)/N=C/c1ccc(cc1)[N+](=O)[O-]
NMHXNT,240.9,OC[C@@H]1C[C@@]2(N([C@H]1[C@H]1C[C@]1(C2)[N+](=O)[O-])O)[N+](=O)[O-]
NMZNON01,224.4,CN1C[C@@]2(CC(=O)C[C@](C1)(C2)[N+](=O)[O-])[N+](=O)[O-]
NNAPAN10,228.3,O=C1OC(=O)c2c3c1ccc(c3c(cc2)[N+](=O)[O-])[N+](=O)[O-]
NNAPMP,246.5,[O-][N+](=O)c1cc([N+](=O)[O-])c2c(c1Oc1c(C)cccc1C)cccc2
NNTSED10,226.8,O=[N+]([N+](=O)CC[N+](=O)[O-])CC[N+](=O)[O-]
NOACTD,209.2,[O-][N+](=O)CC(=O)N
NOEURA,147.5,O=C(NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
NOFBEP,245.9,CNC(=C([N+](=O)[O-])C=C1C(=O)CC(CC1=O)(C)C)NC
NOFLUP,307.5,O[C@@H](c1ccccc1)CNc1ccc(cc1)[N+](=O)[O-]
NOGCIX,311,C/C(=C\C#Cc1nc(n(c1[N+](=O)[O-])C)C)/c1ccccc1
NOHCAQ,291.9,CN1C=C(c2ccccc2)[C@H](NC1=O)c1ccc(cc1)[N+](=O)[O-]
NOHTAZ,130.9,C[C@@H]1N([N+](=O)[O-])[C@H](C)N([C@@H](N1[N+](=O)[O-])C)[N+](=O)[O-]
NOLHIG,288.7,COC(=O)c1n(c2ccc(cc2)[N+](=O)[O-])c(c2c1cccc2)C
NOMBEA01,255.3,[O-][N+](=O)c1cc(cc(c1C)[N+](=O)[O-])C(=O)O
NOPHKN,283.5,O=C(c1ccc(cc1)[N+](=O)[O-])c1ccc(cc1)[N+](=O)[O-]
NOQVUL,292.1,Cc1ccc(o1)/C=N/c1cccc(c1)[N+](=O)[O-]
NORPUG,277.4,CC(COC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])C
NOSLIQ,141.6,[O-][N+](=O)OCC1(COC(=N1)c1cccnc1)CO[N+](=O)[O-]
NOSNUE,148.9,[O-][N+](=O)OCCOC(=O)c1cccnc1
NOTRAP,291.6,CC[C@@]1(CCC(=O)NC1=O)c1ccc(cc1)[N+](=O)[O-]
NPASPG,290.3,NC(=O)C[C@H](C(=O)O)Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
NPBUDY,288.7,[O-][N+](=O)c1ccc(cc1)C#CC#Cc1ccc(cc1)[N+](=O)[O-]
NPHDZA,308.5,CC/C(=N/Nc1ccc(cc1)[N+](=O)[O-])/C
NPHDZB,298.3,CC/C=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
NPNFPR,285,O=C(c1ccc(cc1)[N+](=O)[O-])/C=C/c1ccc(o1)[N+](=O)[O-]
NPYRAM,299.6,[O-][N+](=O)c1cccnc1NCNc1ncccc1[N+](=O)[O-]
NTBYPY,265,[O-][N+](=O)c1cc(ccc1Cc1ccncc1)[N+](=O)[O-]
NTBZAM01,288.3,NC(=O)c1ccc(cc1)[N+](=O)[O-]
NTPYRO11,297.7,[O-][n+]1ccc(cc1)[N+](=O)[O-]
NUCDEW,212.6,N#CC([C@@]1(C[N+](=O)[O-])C(=O)Nc2c1cc(C)cc2)C#N
NUDLIH,310.2,CC[NH+](Cc1cc(ccc1[O-])[N+](=O)[O-])CC
NUKBOK,296,[O-][N+](=O)c1ccc2c(c1)C(C)(C)NC2(C)C
NULGEI,177,[O-][N+](=O)[C@H]1C(=O)NC(=C[C@@H]1c1ccccc1)c1ccccc1
NUMXAV,285.1,CNC(=C([N+](=O)[O-])[N+](=O)[O-])N
NUNCOO,307.9,OC[C@@H](c1ccccc1)Nc1ccc(cc1)[N+](=O)[O-]
NUPJAJ,235.8,COc1ccc2c(c1[N+](=O)[O-])c([N+](=O)[O-])c(cc2)OC
NUPMES,297.2,[O-][N+](=O)c1ccc(cc1)/N=C/c1ccccn1
NUPYON,305.2,COc1cc(cc(c1O)/C=N/NC(=O)c1cccc(c1O)C)[N+](=O)[O-]
NUQJEP,290.9,O/N=C/c1cccc(c1)[N+](=O)[O-]
NUQPOF,245.6,O=C1c2c(cc(c(c2C(=O)c2c1c(cc(c2O)[N+](=O)[O-])[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-]
NUQRUN,268.6,O=C(c1ccccc1[N+](=O)[O-])N/N=C/c1c(O)ccc2c1cccc2
NUQZIJ01,306.9,Nc1ccc(cc1N/C=C/1\C(=O)C=Cc2c1cccc2)[N+](=O)[O-]
OBOKIC,306.1,Oc1ccc(cc1/C=N/c1ccc(cc1)Nc1ccccc1)[N+](=O)[O-]
OBUJAY,299.3,COc1ccccc1/C(=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/C
OBUWUF,286.5,O=C(c1ccc(cc1)[N+](=O)[O-])N/N=C/c1c(O)ccc2c1cccc2
OBUXOA,300.6,CCCNc1ccc(cc1[N+](=O)[O-])C#N
OCALEL,263,C/C(=N\NC(=O)c1ccccc1[N+](=O)[O-])/c1ccccn1
OCALOU,314.7,CC(=O)NCCNc1ccc(cc1)[N+](=O)[O-]
OCAYID,156.9,[O-][N+](=O)C(c1ccnc(n1)c1ccccc1)(C)C
OCEHEL,261.9,N#CC(=Cc1cc2OCOc2cc1[N+](=O)[O-])C#N
OCEKIS,291.2,CCOc1ccccc1N/N=N/c1cccc(c1)[N+](=O)[O-]
OCHTET18,157.2,[O-][N+](=O)N1CN(CN(CN(C1)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
OCOMOK,312.7,OC(=O)CCNc1ccc(cc1)[N+](=O)[O-]
OFAHAH,198.2,[O-][N+](=O)[C@]12[C@H]3C[C@H]4C[C@@H]2[C@@]([N+](=O)[N+]1=O)([C@@H](C3)C4)[N+](=O)[O-]
OFOMAX,286.7,O=C(c1ccc(cc1)[N+](=O)[O-])OCCn1ccc2c1cccc2
OGENIY01,287.4,O=C(c1cccc(c1)[N+](=O)[O-])Nc1cccc2c1nccc2
OGEPUM01,289.2,O=C(c1ccc(cc1)[N+](=O)[O-])Nc1cccc2c1nccc2
OJAREW,298,CO[C@@]12[C@@H]3O[C@@H]3CN1c1c(C2=O)cc(cc1)[N+](=O)[O-]
OJARIA,279.2,CO[C@@]12[C@H]3O[C@H]3CN2c2c(C1=O)cccc2[N+](=O)[O-]
OJIJOG,299.8,[O-][N+](=O)c1cc(ccc1NN=C1CCCCC1)[N+](=O)[O-]
OJIRIJ,263.4,COc1ccc(c(c1)[N+](=O)[O-])c1cnc2c(n1)cccc2
OJOLAC,63.7,O=NC1(COC(OC1)(C)C)[N+](=O)[O-]
OJUNEM,297.4,CN(/N=C(/c1ccc(cc1)[N+](=O)[O-])\C=N\N(C)C)C
OJUNUC,300.7,CN(/N=C/C(=N\N1CCCC1)/c1ccc(cc1)[N+](=O)[O-])C
OLIHIA,286.5,COC(=O)/C(=C/C(=O)OC)/Nc1ccccc1[N+](=O)[O-]
OLIHUM,295.3,COC(=O)c1cc(=O)c2c([nH]1)c(ccc2)[N+](=O)[O-]
OLIJEY,267.7,COC(=O)c1cc(OCC(C)C)c2c(n1)c(ccc2)[N+](=O)[O-]
OLOHEC,294.3,O=C1C=CC=C/C/1=C/Nc1ccc(cc1O)[N+](=O)[O-]
OMITIP,296.9,OC[C@H]1O[C@H](C[C@@H]1O)n1nnc(c1)c1ccc(cc1)[N+](=O)[O-]
OMIWEM,280,[O-][N+](=O)C1=[N+]2C=CC=[N+]2C=C1
OMOBOH,247,CCOC(=O)c1cn(nc1C)c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
OMOTEP,291.1,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1ncc2c1cccc2[N+](=O)[O-]
OMOTIT,302.2,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1nc2c(c1)c(ccc2)[N+](=O)[O-]
OMUXEB,328.7,O=Cc1cc(cc(c1[O-])C[N+](CC)(CC)CC)[N+](=O)[O-]
ONABAH,304.6,[O-][N+](=O)c1ccccc1Nc1nnc(o1)c1ccccc1
ONABEL,272.3,N#CC(=C(c1ccc(cc1)OC)/C=C/c1ccccc1[N+](=O)[O-])C#N
ONBZAM,270.3,[O-][N+](=O)c1ccccc1C(=O)N
ONITAN02,311.7,[O-][N+](=O)c1ccccc1N
ORAWAG,216.2,COc1c([N+](=O)[O-])c(OC)c(c(c1[N+](=O)[O-])O)[N+](=O)[O-]
OROYUR,265.7,COc1ccc(c(c1)[N+](=O)[O-])C#N
OSIDEB,286.4,O=C(c1ccc(cc1)[N+](=O)[O-])OCN1C(=O)c2c(C1=O)cccc2
OTENEI,289.8,COc1cc(ccc1C(=O)Nc1ccccc1n1cccn1)[N+](=O)[O-]
OTOFIN,303.3,Nc1cc(ccc1C)Nc1cc(O)c(cc1[N+](=O)[O-])[N+](=O)[O-]
OVUYEL,294.1,Cc1ccc(cc1)/C(=C\[N+](=O)[O-])/N1CCCCC1
OWUQEE,304.1,Oc1ccc(cc1/C=N/c1ccccc1)[N+](=O)[O-]
OWUYOW02,112.1,[O-][N+](=O)N(c1nonc1c1nocn1)CCN(c1nonc1c1nocn1)[N+](=O)[O-]
OXIMOZ,307.6,CCOC(=O)c1c(C)[nH]c(c1O)c1ccc(cc1)[N+](=O)[O-]
OXINEQ,139.4,N#Cc1c2CCCCC(c2nc(c1C#N)O)([N+](=O)[O-])[N+](=O)[O-]
OXIRUK,282.2,[O-][N+](=O)c1nn(cn1)CC#C
OXISEV,280.1,[O-][N+](=O)c1nn(cn1)C=C
OXONOG,131.6,O=[N+](c1nonc1N[N+](=O)[O-])[N-]c1nonc1/N=N/c1nonc1[N-][N+](=O)c1nonc1N[N+](=O)[O-]
OZAZEV,268.5,COCc1c(C#N)c(NN)nc(c1[N+](=O)[O-])C
PABBOJ,250,[O-][N+](=O)c1cc(cc(c1n1nnc2c1c(cc(c2)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
PABHAB01,241.8,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1)[N+](=O)[O-])n1c(C)nc2c1cc(cc2[N+](=O)[O-])[N+](=O)[O-]
PABPIR,270.8,CN(CCCNc1ccnc2c1cccc2[N+](=O)[O-])C
PABPUD,311.6,CN(CCCNc1c(cnc2c1cccc2)[N+](=O)[O-])C
PADQUJ,250.9,[O-][N+](=O)C[C@H](c1c(N)n(C)c(=O)n(c1=O)C)c1ccccc1
PADZAX,301.7,[O-][N+](=O)c1ccc(cc1)NN=C1c2cccnc2c2c1cccn2
PAGNUJ,241.1,[O-][N+](=O)c1ncn(c1)c1c(cc(c(c1[N+](=O)[O-])N)[N+](=O)[O-])[N+](=O)[O-]
PAGPOF,231.5,[O-][N+](=O)c1c(NC(C)(C)C)c([N+](=O)[O-])c(c(c1N)[N+](=O)[O-])N
PAGPUL,245.1,N#[N+]/N=C/1\N=C(C=[N+]1c1c(cc(c(c1[N+](=O)[O-])N)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
PAGQAS,238.4,N#[N+]/N=C/1\N=C(C=[N+]1c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
PAHBEG,289.9,[O-][N+](=O)c1ccc(cc1)/C=N/CC/N=C/c1ccc(cc1)[N+](=O)[O-]
PAMGIT,282.8,N#CC(C(c1ccccc1)(C)C)(/N=N/c1ccc(cc1)[N+](=O)[O-])C#N
PAMNIA,289.1,O=C1CCCN1c1cccc(c1)[N+](=O)[O-]
PAMQAW,117.7,[O-][N+](=O)C1(CCCCCCc2c1cno2)[N+](=O)[O-]
PANJOE,301.4,[O-][N+](=O)c1ccc2c(c1)n(CCc1ccccc1)cn2
PANJUK,284,O=C(c1cccc(c1)[N+](=O)[O-])CCn1cncn1
PAQZEN,295.7,[O-][N+](=O)c1ccc(cc1)C(c1cccn1C)c1cccn1C
PARPOO,273.9,[O-][N+](=O)c1ccc(nc1C)/N=N/c1ccccc1
PASJUP,179.3,CC[C@@]([C@@]([N+](=O)[O-])(CC)C)([N+](=O)[O-])C
PAVDOH,287.3,Cc1ccc(cc1)C(=O)N/N=C/c1cccc(c1)[N+](=O)[O-]
PAVJAY,276.9,Cc1ccc(cc1)OC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
PAVVEN,276,OC[C@H]1O[C@H](C[C@@H]1O)n1ccc2c1c(ccc2)[N+](=O)[O-]
PAVZET,287.4,COc1ccc(cc1)C(=O)N/N=C/c1cccc(c1)[N+](=O)[O-]
PAVZIX,277.4,Nc1ccc(cc1)C(=O)N/N=C/c1ccccc1[N+](=O)[O-]
PAWGUR,228.3,[O-][N+](=O)C(Cc1c[nH]c2c1cccc2)(C)C
PAWVIV,134,[O-][N+](=O)O[C@]12C[C@H]3N([C@@H](C2)N([C@@H](C1)N3[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
PAXQUC,282.9,O=C(c1ccc(cc1)[N+](=O)[O-])C[N-][N+]#N
PAXTAL,294.9,Cc1ccc(cc1)CNc1cccc(c1)[N+](=O)[O-]
PAYBAV,288.2,CCn1c2ncc(c(=O)n2c2c1cccc2)[N+](=O)[O-]
PECQAS,287.9,COC(=O)/C(=N/NC(=O)c1ccc(cc1)[N+](=O)[O-])/CC(=O)OC
PEDREY,292.6,CCN1C(=O)/C(=N\Nc2ccc(cc2)[N+](=O)[O-])/C(=C(C1=O)C#N)C
PELHUL,309,NCCNc1cc(NCCN)c(cc1[N+](=O)[O-])[N+](=O)[O-]
PEMCAM06,303.9,CN(c1ccc(cc1)/C=C/[N+](=O)[O-])C
PESJIH,309.9,C/C=N/Nc1ccc(cc1)[N+](=O)[O-]
PESNAF,291.3,[O-][N+](=O)c1ccc(cc1)n1cnc2c1cccc2
PESQOW,290.3,Cc1cccc(c1)c1nc2c(n1c1ccc(cc1)[N+](=O)[O-])cccc2
PEVQIR,293.8,[O-][N+](=O)c1ccc(cc1)Oc1ccccc1Oc1ccc(cc1)[N+](=O)[O-]
PEXKEI,296.5,[O-][N+](=O)c1ccc2c(c1)C[C@H]1N[C@]2(C)c2c1cccc2
PEZPIV,287.5,Cc1nn2c(n1)n(nc2c1ccc(cc1)[N+](=O)[O-])C(=O)C
PICFOW,300.2,C/C(=C/C(=O)C)/Nc1ccc(cc1)[N+](=O)[O-]
PICNEX,239.7,N#[N+][N-]c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
PICRAC17,255.2,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1)[N+](=O)[O-])O
PICRIC,237.8,O=c1ccc2c(cc1)c(nn2c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C
PIGLOI,245.1,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1N)[N+](=O)[O-])n1cnc(c1[N+](=O)[O-])[N+](=O)[O-]
PIGSEF,256.6,[O-][N+](=O)c1nc(cn1c1c([N+](=O)[O-])c(N)c(c(c1[N+](=O)[O-])N)[N+](=O)[O-])[N+](=O)[O-]
PIGSIJ,242.2,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1)[N+](=O)[O-])n1cnc(c1[N+](=O)[O-])[N+](=O)[O-]
PIGSOP,244.7,[O-][N+](=O)c1nc(cn1c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
PIGSUV,253,[O-][N+](=O)c1c(N)c([N+](=O)[O-])c(c(c1N)[N+](=O)[O-])n1cnc(c1[N+](=O)[O-])[N+](=O)[O-]
PILGEX,276.4,COc1ccc(cc1)C(=O)N/N=C/c1ccccc1[N+](=O)[O-]
PILGID,296.9,[O-][N+](=O)c1ccc(cc1)c1nc2n(c1NC(C)(C)C)ccnc2
PIMKOL,136,[O-][N+](=O)O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O[N+](=O)[O-]
PIPWOA,303.1,Cn1cnc(c1/C=C/c1ccccc1)[N+](=O)[O-]
PITDAZ,292,COc1ccc2c(c1)n(cn2)c1ccc(cc1)[N+](=O)[O-]
PIWDUU,223.2,[O-][N+](=O)[C@@H]1CCN2[C@H]1[C@]1(CCCC1(C)C)CC2
PIWSEU,220.4,[O-][N+](=O)[C@@H]([C@@H]1NC(=O)c2c1cccc2)C
PIZHAH,136.5,O=NN1CC(C1)(CC)O[N+](=O)[O-]
PIZNUJ,234.3,COc1ccc(cc1)[C@@H](c1c[nH]c2c1cccc2)C[N+](=O)[O-]
PNBPIP,291,O=C(c1ccc(cc1)[N+](=O)[O-])N1CCCCC1
PNOIZA,301.7,[O-][N+](=O)c1ccc2n(c1)cc(c2)c1ccccc1
PNOIZB,290.7,[O-][N+](=O)c1cccn2c1cc(c2)c1ccccc1
PNOIZD,314.3,[O-][N+](=O)c1cccc2c1[nH]cc2c1ccccc1
PNPAUR,295.3,O=C(Cc1ccc(cc1)[N+](=O)[O-])NCC(=O)O
POMVAP,289.9,COC(=O)/C(=C/c1ccccc1)/C/N=C/c1cccc(c1)[N+](=O)[O-]
PONQOZ,308.1,CCOC(=O)c1ccc(c(c1)[N+](=O)[O-])NCC
POQFIM,272.6,COc1ccc(cc1)/N=N/c1ccccc1[N+](=O)[O-]
POQFOS,315.1,CC(=O)Nc1ccc(c(c1)[N+](=O)[O-])O
PORFUZ,282.6,Cc1ccc2c(c1)[n+]([O-])cc(c2)[N+](=O)[O-]
POTGUC,106,[O-][N+](=O)C1([N+](=O)[O-])[C@H]2C[C@H]3C([C@@H]1C[C@@H](C2([N+](=O)[O-])[N+](=O)[O-])C3)([N+](=O)[O-])[N+](=O)[O-]
POVKOA,293,Nc1ccc(cc1)/N=C/c1cccc(c1)[N+](=O)[O-]
POWPEX,286.4,[O-][N+](=O)c1ccc(cc1)/C=N/c1ccccc1C(=O)N
POZGER,285.4,[O-][N+](=O)c1cccc(c1)n1nncc1c1ccccc1
POZQOL,237.6,O=C[C@@H]1[C@H]([C@@H]1[N+](=O)[O-])c1ccc(cc1)[N+](=O)[O-]
PUBMUU20,146.2,[O-][N+](=O)N1[C@@H]2N([C@@H]3[C@H]1N([N+](=O)[O-])[C@@H]1N([C@H]2N([N+](=O)[O-])[C@@H]1N3[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
PUFMEJ,310.9,[O-][N+](=O)c1ccccc1N/N=C/c1ccco1
PUFMOT,294.5,CCOc1cc(/C=N/Nc2cccc(c2)[N+](=O)[O-])ccc1O
PUGWIY,289.3,COc1ccccc1C(=O)N/N=C/c1cc(O)ccc1[N+](=O)[O-]
PUGYIA,295.3,O=Cc1cc(ccc1N1CCCCC1)[N+](=O)[O-]
PUHFEE02,226.4,[O-][N+](=O)C[C@]1(O)C(=O)Nc2c1cccc2
PUJLIR,288.1,CCOC(=O)c1[nH]nc(c1)C(=O)c1ccc(cc1)[N+](=O)[O-]
PUNDOT,258.8,Cc1c([N+](=O)[O-])c(C)cc(c1[N+](=O)[O-])C
PUQQIC,296.5,C/C(=N\Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/c1cc2ccccc2oc1=O
