ID,DetoV(L/kg),SMILES
KAYTUZ,865,NCCNc1ccc(cc1)[N+](=O)[O-]
KAYVAH,526,[O-][N+](=O)c1cc(ccc1n1cccn1)[N+](=O)[O-]
KECTAN,590,COC(=O)[C@@H]([C@H](C(=O)OC)O)Oc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
KEDWUO,545,[O-][N+](=O)c1cc(C(=O)O)c(cc1C(=O)O)N
KEFJUD,576,O=C(c1ccccc1)Nc1ccc(cc1C1=NCCO1)[N+](=O)[O-]
KEFLEM06,627,Nc1ccc(cc1)c1ccc(cc1)[N+](=O)[O-]
KEFTIY,670,[O-][N+](=O)O[C@H]1[C@H]([N+](=O)[O-])C(=C[C@@H]([C@@]1(C)[N+](=O)[O-])[N+](=O)[O-])C(C)C
KEFYOK,736,[O-][N+](=O)c1cccc(c1N)C
KEJGIP,597,CCOC(=O)Nc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
KEMREZ,487,O=C(c1ccc(cc1)[N+](=O)[O-])Nc1ccc(cc1)[N+](=O)[O-]
KEMTIF,733,[O-][N+](=O)N1CN(CC2(C1)CN(CN(C2)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
KENCEM,725,CC(=O)NCCc1c[nH]c2c1c(ccc2)[N+](=O)[O-]
KENFUH,645,[O-][N+](=O)c1nc(n(n1)C([N+](=O)[O-])[N+](=O)[O-])c1nc(nn1C([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
KEPDUF,702,[O-][N+](=O)/N=C/1\NCCN1Cc1noc(c1)c1ccccc1
KEPFAN,743,Cc1ccc(cc1)c1onc(c1)CN1CCN/C/1=N\[N+](=O)[O-]
KEPFER,706,COc1ccccc1c1onc(c1)CN1CCN/C/1=N\[N+](=O)[O-]
KEPVIK,383,[O-][N+](=O)c1c(cc2c3c1c1ccccc1c3ccc2)[N+](=O)[O-]
KEQXOV,1033,CCN(C(=C([N+](=O)[O-])[N+](=O)[O-])N(CC)CC)CC
KETYEO,505,O=c1cc(C)c2c(o1)cc(c(c2[N+](=O)[O-])O)[N+](=O)[O-]
KEZMEK,722,Cc1ncc(n1C)c1ccc(cc1)[N+](=O)[O-]
KIBGIO,793,O=[N+]1C=C(C=C/C/1=[NH+]\C(=O)NC(C)(C)C)[N+](=O)[O-]
KIBGOU,846,O=C(NC(C)(C)C)Nc1ccc(cn1)[N+](=O)[O-]
KIBMIU,712,[O-][N+](=O)C(/C(=N/c1nnnn1C)/N)([N+](=O)[O-])[N+](=O)[O-]
KIBSAS01,622,Nc1onc(n1)c1nonc1[N+](=O)[O-]
KIKKIZ,551,O=C1N[C@H]([C@H]1Oc1ccccc1)c1ccc(cc1)[N+](=O)[O-]
KIKNEY,916,NNc1n(C)nc(c1[N+](=O)[O-])C
KIMQEF,589,[O-][N+](=O)c1ccc(nc1)Nc1cccc2c1nccc2
KIRCAP,572,COC(=O)[C@H]1ON2O[C@H]1c1cc(cc(c1C2([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
KIRHIC,670,C#CCCCc1ncc(cn1)c1ccc(cc1)[N+](=O)[O-]
KIRHOI,557,N#CC(c1ncc(cn1)[N+](=O)[O-])(C#N)CCC#C
KIWLAG,594,COC(=O)Nc1ccc(cc1[N+](=O)[O-])OC
KIZCUT,687,[O-][N+](=O)NC(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
KOBQOH,620,CC(C[C@H](C(=O)O)NC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])C
KOBXOO,699,[O-][N+](=O)c1c(N)[nH][nH]c1=O
KODHUG,517,OC(=O)/C=C/c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
KODJAO,517,OC(=O)/C=C/c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
KOFDUF,592,OCCNC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
KOFKAR,763,[O-][N+](=O)N1CCCN(C1)[N+](=O)[O-]
KOFKEV,824,[O-][N+](=O)N1CCCCN(C1)[N+](=O)[O-]
KOFKIZ,763,O=NN1CN(CCN(C1)[N+](=O)[O-])[N+](=O)[O-]
KOFKUM,497,[O-][N+](=O)c1ccc(cc1)/C=C\c1cccc(c1)[N+](=O)[O-]
KOHPAY,699,O=C1CC(C)(C)CC(=O)C1=CNc1ccc(cc1)[N+](=O)[O-]
KOKCOC,426,[O-][N+](=O)c1cc(cc(c1Oc1ccc2c3c1C(=O)C=Cc3ccc2)[N+](=O)[O-])[N+](=O)[O-]
KOLVIS,599,NC(=O)NNC(=O)c1ccc(cc1)[N+](=O)[O-]
KOMHAV,644,[O-][N+](=O)c1c[nH]cn1
KOTSIV,666,COc1cc(ccc1N)[N+](=O)[O-]
KOVGIL,878,CN(C(=C([N+](=O)[O-])[N+](=O)[O-])N(C)C)C
KOVGUX,597,[O-][N+](=O)C(=C(Nc1ccccc1)Nc1ccccc1)[N+](=O)[O-]
KOVHAE,707,[O-][N+](=O)C(=C1NCCN1)[N+](=O)[O-]
KOVHIM,775,[O-][N+](=O)C(=C1NCCCCN1)[N+](=O)[O-]
KOWRUJ,553,[O-][N+](=O)[C@@H]1C=C[C@@H](c2c1cccc2)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
KUBPAY,678,[O-][N+](=O)N1CCN=C1C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
KUBPIG,690,[O-][N+](=O)N1CCNC1=C([N+](=O)[O-])[N+](=O)[O-]
KUBPOM,696,[O-][N+](=O)N1CCCNC1=C([N+](=O)[O-])[N+](=O)[O-]
KUBPUS,702,[O-][N+](=O)N1CCCCNC1=C([N+](=O)[O-])[N+](=O)[O-]
KUFLUU01,576,COc1cccc(c1O)/C=N/c1cccc(c1)[N+](=O)[O-]
KUGSEM,568,[O-][N+](=O)c1cccc(c1)c1cc2c(n1c1ccccn1)cccc2
KUGYAM,711,[O-][N+](=O)N1CN(CN([C@@H]2[C@H]1N(CN2C(=O)C)C(=O)C)[N+](=O)[O-])[N+](=O)[O-]
KUHCEW,653,Cc1ccc(cc1)/N=C/c1ccccc1[N+](=O)[O-]
KUHKAB,580,N#CC([C@@H]1C(=C(NC)Oc2c1cccc2)[N+](=O)[O-])C#N
KUHKEF,635,CCOC(=O)[C@@H]([C@@H]1C(=C(NC)Oc2c1cccc2)[N+](=O)[O-])C#N
KUHVUE,575,COC(=O)/C(=[N+]\1/N=[n+]2c(=C1C)cccc2)/C=C([N+](=O)[O-])[N+](=O)[O-]
KUNLAG,707,O=C(Nc1cc(C)cc(n1)C)Cc1cccc(c1)[N+](=O)[O-]
KUPCIJ,692,[O-][N+](=O)NC(=O)OCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
KUTKOA,899,[O-][N+](=O)/N=C/1\NCN(CN1C)Cc1ccccc1
KUWGOZ,822,CC(n1nccc1c1ccc(cc1)[N+](=O)[O-])(C)C
KUZBAJ,710,CCOC(=O)/C(=C/c1cc(ccc1N1CCCC1)[N+](=O)[O-])/C#N
KUZJUL,639,[O-][N+](=O)c1cccc(c1)/C=N/c1onc(c1C)C
KUZVUX02,735,[O-][N+](=O)c1cn(c(n1)C)CC(=O)OCC
LABJON01,564,O=C1NC(=O)N(C1)/N=C/c1ccc(o1)[N+](=O)[O-]
LABLOP,772,Cn1cnc(c1NCc1ccccc1)[N+](=O)[O-]
LACLAC,572,[O-][N+](=O)c1cc(C(=O)N)c(c(c1)[N+](=O)[O-])C
LAGGAE,555,Oc1ccccc1/C=N/c1ccc(cc1)[N+](=O)[O-]
LAGVEU,567,CC(=O)O[C@H]1N([N+](=O)[O-])c2ccccc2C(=O)N1[N+](=O)[O-]
LAGZUR,544,O=C(C(C)C)NC1=C([N+](=O)[O-])C(=O)c2c(C1=O)cccc2
LAHCEC,571,OC(=O)CNc1ccc(cc1)[N+](=O)[O-]
LAJFAF,749,COCCNC(=O)Nc1ccc(cc1)[N+](=O)[O-]
LALQIZ,681,CC(=O)C(=NNc1c(C)cccc1[N+](=O)[O-])C(=O)C
LANFIR,568,Oc1ccc(c(c1)/C=N/NC(=O)c1cccc(c1O)C)[N+](=O)[O-]
LANHIR,644,[O-][N+](=O)c1ccc(cc1)/C=C/c1cc2c(n1C)cccc2
LANLOC,573,CC(OC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])C
LANTIF,618,C/C(=N\N=C(\c1cccc(c1)[N+](=O)[O-])/C)/c1cccc(c1)[N+](=O)[O-]
LANWUU,499,O=C(c1ccc(cc1)[N+](=O)[O-])N/N=C/c1cccc(c1)[N+](=O)[O-]
LAPCUC,499,O=C(c1cccc(c1)[N+](=O)[O-])N/N=C/c1cccc(c1)[N+](=O)[O-]
LAPVAC,589,COc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])n1cnnn1
LAPVEG,589,COc1c(cc(cc1[N+](=O)[O-])n1cnnn1)[N+](=O)[O-]
LAPVIK,602,[O-][N+](=O)c1cc(cc(c1N)[N+](=O)[O-])n1cnnn1
LAPVOQ,655,Cc1ccc(cc1n1cnnn1)[N+](=O)[O-]
LAPVUW,605,[O-][N+](=O)Nc1c(cc(cc1[N+](=O)[O-])n1cnnn1)[N+](=O)[O-]
LAPWAD,586,N#[N+]/N=C/1\C(=C/C(=[N+]/2\C=NN=N2)/C=C1[N+](=O)[O-])[N+](=O)[O-]
LAPWEH,582,[O-][N+](=O)c1cc([N+](=O)[O-])c(cc1n1cnnn1)C
LAPWIL,582,[O-][N+](=O)c1cc(cc(c1C)[N+](=O)[O-])n1cnnn1
LAPWOR,577,[O-][N+](=O)c1cc(cc(c1[N+](=O)[O-])[N+](=O)[O-])n1cnnn1
LAPWUX,589,COc1cc(n2cnnn2)c(cc1[N+](=O)[O-])[N+](=O)[O-]
LAPYUY,622,O=C(Nc1ccc(cc1[N+](=O)[O-])C)CCC(=O)O
LAQKIZ,594,C[C@@H]([C@H](c1ccc(cc1)[N+](=O)[O-])O)[N+](=O)[O-]
LATWOS,458,O=C(c1c2nonc2c(cc1[N+](=O)[O-])[N+](=O)[O-])C(=O)c1ccccc1
LEBGEE,658,CC(=NNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C
LECVAQ,466,[O-][N+](=O)c1cc(cc2c1N(N=C(O2)c1ccco1)C(=O)c1ccco1)[N+](=O)[O-]
LEDYOK,584,COC(=O)CNC(=O)c1ccc(c(c1)[N+](=O)[O-])OC
LEFCEG,538,C/C(=C\c1ccccc1[N+](=O)[O-])/[N+](=O)[O-]
LEFHAH,611,COc1c(C(=O)N[C@H](C(=O)OC)C)c(OC)c(cc1[N+](=O)[O-])[N+](=O)[O-]
LEFRAP,734,[O-][N+](=O)C1CN(CN(C1)[N+](=O)[O-])[N+](=O)[O-]
LEFRET,707,OC(=O)CCC1(CN(CN(C1)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
LEFZED,576,CC(=O)Nc1ccc(cc1)Oc1ccc(cc1)[N+](=O)[O-]
LEHNIW,622,[O-][N+](=O)c1c[nH]c(=O)n(c1=O)C
LEJKOA,592,[O-][N+](=O)C1([N+](=O)[O-])[C@@H]2C[C@H]3[C@H]4[C@@H]2[C@H]2[C@@H]1C[C@H]([C@@H]42)C3([N+](=O)[O-])[N+](=O)[O-]
LEKHUE,794,[O-][N+](=O)c1nc([nH]c1C)C
LEKLOC,663,O=Cc1ccccc1CCNc1ccccc1[N+](=O)[O-]
LEMSAA,593,COc1c(OC)cccc1C(=O)Nc1ccc(cc1)[N+](=O)[O-]
LEQTAC,508,Oc1ccc(cc1)C(=O)N/N=C/c1ccc(o1)[N+](=O)[O-]
LESLIG,505,COC(=O)c1cc(NC(=O)c2ccc(cc2)[N+](=O)[O-])c(cc1O)O
LEVKEE,752,CC([C@@H]([N+](=O)[O-])Cc1ccccc1)([N+](=O)[O-])C
LEVNUW,684,[O-][N+](=O)c1ccc(cc1)NCc1ccncc1
LEWGEA,508,CCN1C(=O)c2c(C1=O)cc(cc2)[N+](=O)[O-]
LEWJUS,483,[O-][N+](=O)C[C@]1(O)C(=O)c2cc(ccc2c2c1cc(cc2)[N+](=O)[O-])[N+](=O)[O-]
LEXYUK,505,CCOC(=O)c1oc2c(c1N1C(=O)CCC1=O)cc(cc2)[N+](=O)[O-]
LEZNUZ,541,O=C1ON=C(/C/1=N/Nc1ccc(cc1)[N+](=O)[O-])C
LEZPEL,623,CC1=NN(C(=O)/C/1=N\Nc1ccc(cc1)[N+](=O)[O-])c1ccccc1
LIBMUF,612,COc1ccc(c(c1)O)/C(=N/NC(=O)c1ccc(cc1)[N+](=O)[O-])/C
LIBXEZ,562,[O-][N+](=O)c1ccc2c(c1)cn(n2)c1ccccc1
LIHWEF,567,O=C1O[C@H]2CCC[C@@H]2C(=O)N1c1ccc(cc1)[N+](=O)[O-]
LIJKEV,658,[O-][N+](=O)c1cn(c(n1)C)c1cccnc1
LIJQEB,542,N#C/C(=C\c1c[nH]c2c1cccc2)/c1ccc(cc1)[N+](=O)[O-]
LILJUL,463,[O-][N+](=O)c1cc(ccc1/C=C/c1ccc2c(c1)OCO2)[N+](=O)[O-]
LINHUL,739,[O-][N+](=O)[C@]12C[C@H]3C[C@@]2(C[C@@H](C1)C3)[N+](=O)[O-]
LINJAT,631,[O-][N+](=O)[C@@H]1[C@@H]2C[C@@]3(C[C@H]1C[C@@]3(C2)[N+](=O)[O-])[N+](=O)[O-]
LINVUZ,548,COc1ccc(cc1)/C=C(/[N+](=O)[O-])\C#N
LIPRIO,639,Cc1ccc(cc1)/[NH+]=C/1\C=CC(=C[N+]1=O)[N+](=O)[O-]
LIPVEN,536,[O-][N+](=O)c1cccc(c1)/C=C/c1ccc2c(n1)c(O)ccc2
LIQDEW,681,[O-][N+](=O)c1cnc(nc1)NCc1ccccc1
LIQKEC,602,O=C(c1n[nH]cn1)N/N=C/c1cccc(c1)[N+](=O)[O-]
LIVWET02,688,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1
LIXWAS,661,COc1ccc(cc1)/C=N/Nc1ccccc1[N+](=O)[O-]
LOBWIJ,664,ON1C(=O)c2cc(ccc2CC1(C)C)[N+](=O)[O-]
LOFCEQ,572,[O-][N+](=O)c1ccc2c(c1)n(nc2)CCn1ncc2c1cc(cc2)[N+](=O)[O-]
LOFSII,520,O=C1/C(=C/Nc2ccc(cc2)[N+](=O)[O-])/C=CC=C1O
LOFSUV,616,CCN1C(=O)/C(=N\Nc2ccccc2[N+](=O)[O-])/C(=C(C1=O)C#N)C
LOHGOE,422,[O-][N+](=O)c1ccc2c3c1cccc3c(=O)n(c2=O)c1ccccc1
LOJBAN,870,CCCNc1ccc(cc1)[N+](=O)[O-]
LOJBER,923,CCCCNc1ccc(cc1)[N+](=O)[O-]
LOJBIV,968,CCCCCNc1ccc(cc1)[N+](=O)[O-]
LOJKAX,552,N#Cc1cccc(c1C)[N+](=O)[O-]
LOLFAT,732,[O-][N+](=O)OC1CN(CN(C1)[N+](=O)[O-])[N+](=O)[O-]
LOLFEX,758,OC1CN(CN(C1)[N+](=O)[O-])[N+](=O)[O-]
LOLGAV01,589,[O-][N+](=O)c1ccccc1n1nnc(c1)c1ccccc1
LOLGUP,589,[O-][N+](=O)c1cccc(c1)n1nnc(c1)c1ccccc1
LOLHOK,589,[O-][N+](=O)c1ccc(cc1)n1nnc(c1)c1ccccc1
LOLJAX02,643,O=C(C(=O)N1CC(C1)([N+](=O)[O-])[N+](=O)[O-])N1CC(C1)([N+](=O)[O-])[N+](=O)[O-]
LONSAK,496,O=C1CCC(=O)N1C(=O)c1ccc(cc1)[N+](=O)[O-]
LORJAD,654,CCOC(=O)/C(=C/N/N=C\1/N(C)C(=O)N(C(=O)/C1=N\O)C)/[N+](=O)[O-]
LORNAI,636,N#CCc1cccc(c1C)[N+](=O)[O-]
LOZZEH,571,CN([N+](=O)[O-])CN1C(=O)c2c(C1=O)cccc2
LOZZIL,821,[O-][N+](=O)NCN([N+](=O)[O-])C
LUDFAR,533,O=C/C=C/O/C=C/c1noc(c1)[N+](=O)[O-]
LUDGAS,663,CN(c1ccc(cc1)C(=O)c1ccc(cc1)[N+](=O)[O-])C
LUFXIV,898,CCCCCCc1nnn(c1)c1ccc(cc1)[N+](=O)[O-]
LUHPAF,726,[O-][N+](=O)N1CCNC1=O
LULYEW,612,O=C1C=CC(=C/C/1=C/NCc1ccccc1)[N+](=O)[O-]
LUTXAB,624,CNC1=C(C=C2[C@@H](N1C)Oc1c(C2=O)cccc1)[N+](=O)[O-]
MABPAJ,582,O=C1N[C@@H](Nc2c1cccc2)c1ccc(cc1)[N+](=O)[O-]
MABZNA02,749,CN(c1ccc(cc1)/C=N/c1ccc(cc1)[N+](=O)[O-])C
MACINA10,664,OC(=O)/C=C/c1ccc(c(c1)[N+](=O)[O-])N(C)C
MADKOT,738,O[C@@H]([C@H]([N+](=O)[O-])C)c1ccncc1
MADKUZ,799,O[C@H](C([N+](=O)[O-])(C)C)c1ccncc1
MAJTIB,466,O=C1NC(=O)c2c1cc(cc2)[N+](=O)[O-]
MAMGEM,497,[O-][N+](=O)C(=C(c1ccccc1)c1ccccc1)[N+](=O)[O-]
MANXUW,799,[O-][N+](=O)c1cc2O[C@@H](CNc2cc1)OCCCC
MAPFOZ,576,COc1ccc(c(c1)/C=N/c1ccc(cc1)[N+](=O)[O-])O
MAPFUF,626,CCOc1cccc(c1O)/C=N/c1ccc(cc1)[N+](=O)[O-]
MAPPUQ,656,CC(=O)O[C@H]1NC(=C([N+](=O)[O-])[N+](=O)[O-])N[C@@H]1OC(=O)C
MATCUF,692,O=c1nc(N(c2ccc(cc2)[N+](=O)[O-])C)n(c(=O)n1C)C
MATDEQ,692,O=c1n(C)c(=Nc2ccc(cc2)[N+](=O)[O-])n(c(=O)n1C)C
MAYKAB,867,C#CCN1[C@@H](C[N+](=O)[O-])[C@H]2[C@@H]([C@H]1[C@@H](O)C)OC(O2)(C)C
MAYKEF,905,O[C@@H]1CN2C[C@@H]([C@@H]([C@H]2[C@H]2[C@@H]1OC(O2)(C)C)[N+](=O)[O-])C
MAYKIJ,829,O[C@@H]1CN2C[C@H]3[C@@]([C@H]2[C@H]2[C@@H]1OC(O2)(C)C)(C3)[N+](=O)[O-]
MAYKOP,905,O[C@@H]1CN2C[C@H]([C@H]([C@@H]2[C@@H]2[C@H]1OC(O2)(C)C)[N+](=O)[O-])C
MAYKUV,867,C[C@@H]([C@@H]1[C@H]2OC(O[C@H]2[C@H]2N1C[C@H]1[C@@]2(C1)[N+](=O)[O-])(C)C)O
MAZXEQ,430,O=C1[C@H]2C[C@@H](c3c1cc(cc3)[N+](=O)[O-])C(=O)c1c2ccc(c1)[N+](=O)[O-]
MAZZOD,564,O=C(Nc1cccc(c1)[N+](=O)[O-])CCC(=O)O
MEDNEQ,541,[O-][N+](=O)c1cc2n3c(n[nH]c3=O)COc2c(c1)[N+](=O)[O-]
MEDNIU,549,[O-][N+](=O)c1cc2n3c(COc2c(c1)[N+](=O)[O-])nn(c3=O)/C(=C(/O)\C)/C(=O)C
MEGMIV,729,O[C@H]1CCN(C1)/C(=N/C(=O)OCc1ccc(cc1)[N+](=O)[O-])/C
MEKRAV,653,O=C1NC(=C([C@@H](C1)c1cccc(c1)[N+](=O)[O-])C(=O)C)C
MEMDIS,456,[O-][N+](=O)c1ccc(cc1)C1=CO[C@@H]2O[C@H]1OC=C2c1ccc(cc1)[N+](=O)[O-]
MENBEN,594,[O-][N+](=O)c1ccccc1/C=N/c1ccccc1
MENFXN,656,[O-][N+](=O)C1=C(C)[N+](=O)O[N-]1
MENOIM,705,[O-][N+](=O)c1c[nH]c(n1)C
MENPND10,583,COC(=O)C(=NNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C(=O)OC
MENPPO,574,O=C1C[C@@H](C(=O)N1C)c1ccccc1[N+](=O)[O-]
MEPFOD,929,CCN(CCN/C=C\1/C=C(C=CC1=O)[N+](=O)[O-])CC
MEPQAA,628,[O-][N+](=O)c1ccc(c2c1non2)NCCc1ccccn1
MEQVIO,740,CCc1ccc(nc1)CCOc1ccc(cc1)[N+](=O)[O-]
MERMEE,594,N#[N+][N-]C1=C([N+](=O)[O-])/C(=N/[N+]#N)/C(=[N+]\2/N=CN=C2)/C(=C1[N+](=O)[O-])[N-][N+]#N
MERMOO,607,[O-][N+](=O)c1c(n2cncn2)c(n2cncn2)c(c(c1N)[N+](=O)[O-])N
MERVEN,639,[O-][N+](=O)c1c(N)c(n2cncn2)c(c(c1N)[N+](=O)[O-])N
METNAM01,995,CN([N+](=O)[O-])C
MEWLIL,613,C=CCn1c(=O)[nH]c2c1ccc(c2)[N+](=O)[O-]
MEWSAK,716,[O-][N+](=O)C(CO[N+](=O)[O-])CO[N+](=O)[O-]
MEWTUF,841,OC[C@@]1(CN(C[C@@H]1c1ccc(cc1)OC)C)[N+](=O)[O-]
MICMAM,696,CCCNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
MICMEQ,749,CCCCNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
MICMIU,796,CCCCCNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
MIFWOO,658,O=C1Nc2n[nH]c(c2[C@@H](C1)c1ccc(cc1)[N+](=O)[O-])C
MIMPOQ,652,[O-][N+](=O)C[C@H]1ON=C(C1)c1ccccc1
MIMYUF,526,N#Cc1c(N)nc2c(c1c1ccc(cc1)[N+](=O)[O-])ccc1c2cccc1
MINHAV,676,[O-][N+](=O)Nc1nnc2n(n1)cnn2
MINPAB,705,Cc1ccc(c(c1)C)/N=C/c1ccccc1[N+](=O)[O-]
MINPEF,705,Cc1ccc(c(c1)C)/N=C/c1cccc(c1)[N+](=O)[O-]
MIQNOP,506,O=C(c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])O[C@@H]1C[C@H]2C[C@@H]1c1c2cccc1
MIYDII,775,OC(=O)[C@@H]1CCCN/C(=N/[N+](=O)[O-])/N1
MNABTZ10,637,C[n+]1nc([N-]c2ccccc2[N+](=O)[O-])c2c(n1)cccc2
MNETAM01,965,CN(/C=C/[N+](=O)[O-])C
MNHCHA,607,[O-][N+](=O)[C@@]12C[C@@H]1[C@]1(C[C@H]1C[C@@]2(O)C(=O)O)[N+](=O)[O-]
MNIANL05,649,Nc1cccc(c1)[N+](=O)[O-]
MNIMET,785,OCCn1c(C)ncc1[N+](=O)[O-]
MNIPZN,583,Cc1ccc(c(c1)[N+](=O)[O-])N/N=C/1\C(=O)C=Cc2c1cccc2
MNPMAL01,521,O=C(Nc1cccc(c1)[N+](=O)[O-])/C=C\C(=O)O
MNQUON10,508,COc1cc([N+](=O)[O-])c2c(c1=O)ccc[nH]2
MOCJUK01,528,[O-][N+](=O)c1cc(cc(c1c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
MODPOL,655,[O-][N+](=O)c1cc(ccc1C)c1nnn[nH]1
MOHZEQ,664,Cc1ccc(cc1)N/N=C\1/C(=NN(C1=O)c1cccc(c1)[N+](=O)[O-])C
MOKLAA,705,CNC(=O)Oc1cc(ccc1OC(C)C)[N+](=O)[O-]
MOLFID,889,O=C1C=CC(=C/C/1=C/NCCN1CCCCC1)[N+](=O)[O-]
MOMHAZ,581,[O-][N+](=O)c1ccc(cc1)c1nnn2c1COCc1c2cccc1
MONLAE,422,[O-][N+](=O)c1ccc(cc1)/N=C/1\OC(=O)c2c3c1cccc3ccc2
MOPHIK,658,O=C(c1cc(cn1C)[N+](=O)[O-])N/N=C/c1ccccc1
MOQNIQ,622,[O-][N+](=O)C[C@@H]([C@@]1(N=C(C(=O)O1)C)c1ccccc1)c1ccccc1
MOSLUC,576,COc1ccc(cc1)/N=C/c1cc(ccc1O)[N+](=O)[O-]
MOTJOU,738,COc1ccc(cc1)N([N+](=O)[O-])C
MOZLUJ,753,CCCNC(=O)c1ccccc1[N+](=O)[O-]
MTNANL,604,CN(c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
MTNOAN10,591,CC(=O)N(c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])C
MUBGUM,802,O=C1C=CC(=C/C/1=C/NCCN1CCOCC1)[N+](=O)[O-]
MUBKEA,551,O=C([C@H]1O[C@H]1c1ccc(cc1)[N+](=O)[O-])Nc1ccccc1
MUBROR,559,[O-][N+](=O)c1ccc(cc1)COc1ccc2c(c1)cccn2
MUCGUN,508,O=C(c1ccc(cc1)[N+](=O)[O-])NNC(=O)c1ccc(cc1)[N+](=O)[O-]
MUDWEO01,575,[O-][N+](=O)c1cc([N+](=O)[O-])c(cc1Nc1ccccc1)Nc1ccccc1
MUDYOA,574,Oc1ccc(c(c1)O)/C=N/Nc1ccc(cc1)[N+](=O)[O-]
MUFJOO,430,O=Cc1c(ccc2c1cccc2)Oc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
MUFKUV,433,[O-][N+](=O)c1cc(ccc1Oc1ccc2c(c1)cccc2)[N+](=O)[O-]
MUGNUX01,641,[O-][N+](=O)N1[C@@H]2O[C@H]3O[C@@H]2N([C@H]2[C@@H]1O[C@@H]3O2)[N+](=O)[O-]
MUGSEM,584,O=C1Cc2ccccc2[C@H](N1)c1ccc(cc1)[N+](=O)[O-]
MUGTAJ,584,O=C1Cc2ccccc2[C@H](N1)c1cccc(c1)[N+](=O)[O-]
MUJKEH,580,O=C(c1ccncc1)N/N=C/c1cccc(c1)[N+](=O)[O-]
MUKCAX,531,[O-][N+](=O)c1cccc2c1[nH]nc2O
MULGUW,737,Cc1nc(c(n1C)[N+](=O)[O-])/C=C/c1ccccc1
MUTSAW,905,OCCN1CCN/C/1=C\[N+](=O)[O-]
MUYLAT,639,Cc1cc(C)n(c(=O)n1)c1cccc(c1)[N+](=O)[O-]
MUZNEC,699,[O-][N+](=O)c1n[nH]nc1C
NABMIM,678,OC(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
NABMOS,760,[O-][N+](=O)N1CCN(C1)[N+](=O)[O-]
NABMUY,721,CC([N+](=O)[O-])([N+](=O)[O-])CN([N+](=O)[O-])CC([N+](=O)[O-])([N+](=O)[O-])C
NACXEU01,561,[O-][N+](=O)[C@]12[C@H]3[C@]4([C@@H]2[C@]2([C@@H]1[C@@]3([C@@]42[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
NAGGOU,586,[O-][N+](=O)c1ccc(cc1)n1cnnn1
NANGIT,823,[O-][N+](=O)[C@@]12[N-][N+](=O)C([C@]2(CC(C1)(C)C)[N+](=O)[O-])(C)C
NANILI29,649,Nc1ccc(cc1)[N+](=O)[O-]
NANVED,504,CCOC(=O)[C@@](c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])(c1ccccc1)C#N
NAPHAP,724,N#[N+]/N=C/1\N=[NH+]/C(=N\[N+](=O)[O-])/N1
NAPHUK,622,[O-][N+](=O)/C=C/C=C/[N+](=O)[O-]
NAPJIA,650,C/C(=C\C=C(\[N+](=O)[O-])/C)/[N+](=O)[O-]
NAPXEK,658,[O-][N+](=O)c1ccc(cc1)c1nnn(c1C)C(=C)c1ccccc1
NAQSUW,518,Nc1cc(ccc1c1ccc(cc1)[N+](=O)[O-])[N+](=O)[O-]
NASXEN,607,O=C1OC2(CCCCC2)OC(=O)C1=CNc1ccccc1[N+](=O)[O-]
