ID,DetoT(K),smiles,DetoT
PAVDOH,1368,Cc1ccc(cc1)C(=O)N/N=C/c1cccc(c1)[N+](=O)[O-],1.368
PAVJAY,1591,Cc1ccc(cc1)OC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-],1.591
PAVVEN,1479,OC[C@H]1O[C@H](C[C@@H]1O)n1ccc2c1c(ccc2)[N+](=O)[O-],1.479
PAVZET,1465,COc1ccc(cc1)C(=O)N/N=C/c1cccc(c1)[N+](=O)[O-],1.465
PAVZIX,1496,Nc1ccc(cc1)C(=O)N/N=C/c1ccccc1[N+](=O)[O-],1.496
PAWGUR,1098,[O-][N+](=O)C(Cc1c[nH]c2c1cccc2)(C)C,1.098
PAWVIV,3808,[O-][N+](=O)O[C@]12C[C@H]3N([C@@H](C2)N([C@@H](C1)N3[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],3.808
PAXQUC,2264,O=C(c1ccc(cc1)[N+](=O)[O-])C[N-][N+]#N,2.264
PAXTAL,1186,Cc1ccc(cc1)CNc1cccc(c1)[N+](=O)[O-],1.186
PAYBAV,1302,CCn1c2ncc(c(=O)n2c2c1cccc2)[N+](=O)[O-],1.302
PECQAS,1422,COC(=O)/C(=N/NC(=O)c1ccc(cc1)[N+](=O)[O-])/CC(=O)OC,1.422
PEDREY,1420,CCN1C(=O)/C(=N\Nc2ccc(cc2)[N+](=O)[O-])/C(=C(C1=O)C#N)C,1.42
PELHUL,2415,NCCNc1cc(NCCN)c(cc1[N+](=O)[O-])[N+](=O)[O-],2.415
PEMCAM06,1916,CN(c1ccc(cc1)/C=C/[N+](=O)[O-])C,1.916
PESJIH,2256,C/C=N/Nc1ccc(cc1)[N+](=O)[O-],2.256
PESNAF,1299,[O-][N+](=O)c1ccc(cc1)n1cnc2c1cccc2,1.299
PESQOW,919,Cc1cccc(c1)c1nc2c(n1c1ccc(cc1)[N+](=O)[O-])cccc2,0.919
PEVQIR,1439,[O-][N+](=O)c1ccc(cc1)Oc1ccccc1Oc1ccc(cc1)[N+](=O)[O-],1.439
PEXKEI,1077,[O-][N+](=O)c1ccc2c(c1)C[C@H]1N[C@]2(C)c2c1cccc2,1.077
PEZPIV,1677,Cc1nn2c(n1)n(nc2c1ccc(cc1)[N+](=O)[O-])C(=O)C,1.677
PICFOW,1502,C/C(=C/C(=O)C)/Nc1ccc(cc1)[N+](=O)[O-],1.502
PICNEX,3512,N#[N+][N-]c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],3.512
PICRAC17,2994,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1)[N+](=O)[O-])O,2.994
PICRIC,1794,O=c1ccc2c(cc1)c(nn2c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C,1.794
PIGLOI,3244,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1N)[N+](=O)[O-])n1cnc(c1[N+](=O)[O-])[N+](=O)[O-],3.244
PIGSEF,3206,[O-][N+](=O)c1nc(cn1c1c([N+](=O)[O-])c(N)c(c(c1[N+](=O)[O-])N)[N+](=O)[O-])[N+](=O)[O-],3.206
PIGSIJ,3242,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1)[N+](=O)[O-])n1cnc(c1[N+](=O)[O-])[N+](=O)[O-],3.242
PIGSOP,3201,[O-][N+](=O)c1nc(cn1c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],3.201
PIGSUV,3246,[O-][N+](=O)c1c(N)c([N+](=O)[O-])c(c(c1N)[N+](=O)[O-])n1cnc(c1[N+](=O)[O-])[N+](=O)[O-],3.246
PILGEX,1519,COc1ccc(cc1)C(=O)N/N=C/c1ccccc1[N+](=O)[O-],1.519
PILGID,1212,[O-][N+](=O)c1ccc(cc1)c1nc2n(c1NC(C)(C)C)ccnc2,1.212
PIMKIF,3218,[O-][N+](=O)OC[C@@H]1CC[C@H](CC1)CO[N+](=O)[O-],3.218
PIMKOL,3347,[O-][N+](=O)O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O[N+](=O)[O-],3.347
PIPWOA,1593,Cn1cnc(c1/C=C/c1ccccc1)[N+](=O)[O-],1.593
PITDAZ,1356,COc1ccc2c(c1)n(cn2)c1ccc(cc1)[N+](=O)[O-],1.356
PIWDUU,749,[O-][N+](=O)[C@@H]1CCN2[C@H]1[C@]1(CCCC1(C)C)CC2,0.749
PIWSEU,1293,[O-][N+](=O)[C@@H]([C@@H]1NC(=O)c2c1cccc2)C,1.293
PIZHAH,3961,O=NN1CC(C1)(CC)O[N+](=O)[O-],3.961
PIZNUJ,1109,COc1ccc(cc1)[C@@H](c1c[nH]c2c1cccc2)C[N+](=O)[O-],1.109
PNBPIP,1273,O=C(c1ccc(cc1)[N+](=O)[O-])N1CCCCC1,1.273
PNOIZA,1317,[O-][N+](=O)c1ccc2n(c1)cc(c2)c1ccccc1,1.317
PNOIZB,1322,[O-][N+](=O)c1cccn2c1cc(c2)c1ccccc1,1.322
PNOIZD,1145,[O-][N+](=O)c1cccc2c1[nH]cc2c1ccccc1,1.145
PNPAUR,1201,O=C(Cc1ccc(cc1)[N+](=O)[O-])NCC(=O)O,1.201
POMVAP,1229,COC(=O)/C(=C/c1ccccc1)/C/N=C/c1cccc(c1)[N+](=O)[O-],1.229
PONQOZ,1337,CCOC(=O)c1ccc(c(c1)[N+](=O)[O-])NCC,1.337
POQFIM,1830,COc1ccc(cc1)/N=N/c1ccccc1[N+](=O)[O-],1.83
POQFOS,1471,CC(=O)Nc1ccc(c(c1)[N+](=O)[O-])O,1.471
PORFUZ,1984,Cc1ccc2c(c1)[n+]([O-])cc(c2)[N+](=O)[O-],1.984
POTGUC,3527,[O-][N+](=O)C1([N+](=O)[O-])[C@H]2C[C@H]3C([C@@H]1C[C@@H](C2([N+](=O)[O-])[N+](=O)[O-])C3)([N+](=O)[O-])[N+](=O)[O-],3.527
POVKOA,1453,Nc1ccc(cc1)/N=C/c1cccc(c1)[N+](=O)[O-],1.453
POWPEX,1237,[O-][N+](=O)c1ccc(cc1)/C=N/c1ccccc1C(=O)N,1.237
POZGER,1540,[O-][N+](=O)c1cccc(c1)n1nncc1c1ccccc1,1.54
POZQOL,2227,O=C[C@@H]1[C@H]([C@@H]1[N+](=O)[O-])c1ccc(cc1)[N+](=O)[O-],2.227
PUBMUU20,4419,[O-][N+](=O)N1[C@@H]2N([C@@H]3[C@H]1N([N+](=O)[O-])[C@@H]1N([C@H]2N([N+](=O)[O-])[C@@H]1N3[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],4.419
PUFMEJ,1949,[O-][N+](=O)c1ccccc1N/N=C/c1ccco1,1.949
PUFMOT,1501,CCOc1cc(/C=N/Nc2cccc(c2)[N+](=O)[O-])ccc1O,1.501
PUGWIY,1467,COc1ccccc1C(=O)N/N=C/c1cc(O)ccc1[N+](=O)[O-],1.467
PUGYIA,1512,O=Cc1cc(ccc1N1CCCCC1)[N+](=O)[O-],1.512
PUHFEE02,1383,[O-][N+](=O)C[C@]1(O)C(=O)Nc2c1cccc2,1.383
PUJLIR,1342,CCOC(=O)c1[nH]nc(c1)C(=O)c1ccc(cc1)[N+](=O)[O-],1.342
PUNDOT,2423,Cc1c([N+](=O)[O-])c(C)cc(c1[N+](=O)[O-])C,2.423
PUQQIC,1605,C/C(=N\Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/c1cc2ccccc2oc1=O,1.605
PUQQOI,1475,O=C1CC(C)(C)CC(=O)C1=NNc1cccc(c1)[N+](=O)[O-],1.475
PUTCEM,2735,[O-][N+](=O)c1cc(cc2c1N=[N+]1[N+]2=Nc2c1cc(cc2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],2.735
PUTCOW,2613,COc1c(cc(c2c1nn(n2)c1cc(cc(c1N)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],2.613
PUTCUC,3128,[O-][N+](=O)c1cc(cc2=[N+]3[N+](=C(C=N3)[N+](=O)[O-])N=c12)[N+](=O)[O-],3.128
PUVSEE,1533,CN(/C=C/1\N=C(OC1=O)c1ccccc1[N+](=O)[O-])C,1.533
PUVSOO,2720,[O-][N+](=O)c1ccc2c(c1)cnn2[N+](=O)[O-],2.72
PUWGET,1242,COC(=O)/C(=C(\c1ccccc1)/Nc1ccccc1)/[N+](=O)[O-],1.242
PUWGIX,1297,COC(=O)/C(=C(\c1ccccc1)/N1CCCCC1)/[N+](=O)[O-],1.297
PUXQUW,1370,CCN1C(=O)/C(=N\Nc2ccc(cc2)[N+](=O)[O-])/C(=C(C1=O)C#N)CC,1.37
QABDEE,1701,[O-]/[N+](=C\c1ccc(cc1)[N+](=O)[O-])/CCOCc1ccccc1,1.701
QAHPIZ,1310,OC(=O)/C=C\c1nnc(n1c1ccc(cc1)[N+](=O)[O-])c1ccccn1,1.31
QAJJUI,1408,Oc1cccc(c1)/C=N/NC(=O)c1cccc(c1)[N+](=O)[O-],1.408
QAJWUV,1413,COC(=O)/C=C\C(=O)Nc1ccc(cc1)[N+](=O)[O-],1.413
QAMJOG,1433,CO[C@@H]1[C@@H](O[N+](=O)[O-])c2c(N1C(=O)OC(C)(C)C)cccc2,1.433
QANWAE,1839,Oc1ccc(cc1/C=N/C1CC1)[N+](=O)[O-],1.839
QAQDAN,2016,CCN([C@H]1CN=NN1c1ccc(cc1)[N+](=O)[O-])CC,2.016
QAQPIH,2798,N#CC1=NO[C@](C1(C)C)(C#N)[N+](=O)[O-],2.798
QARHEZ,1523,CCCN1[C@@H]2[C@@]1([N+](=O)[O-])C(=O)N(c1c2cccc1)C,1.523
QATYES,1245,[O-][N+](=O)c1nnn(c1c1cccc2c1cccc2)Cc1ccccc1,1.245
QATZOD,1214,[O-][N+](=O)c1ccc(cc1)NN1C(=O)c2c(C1=O)cccc2,1.214
QAVCIC,1604,[O-][N+](=O)c1cc(ccc1NN1C(=O)c2c(C1=O)cccc2)[N+](=O)[O-],1.604
QAXJOO,1008,COC(=O)C1=C(C)NC(=O)[C@H]([C@@H]1c1ccc(cc1)[N+](=O)[O-])C(=O)N,1.008
QAZDOK,2573,CC1=C(C)C[C@H]2[C@](C1)([N+](=O)[O-])[C@H](O)NC1=C2[N+](=O)O[N-]1,2.573
QEBRIB,1910,Cc1ccc(cc1)c1noc2n1cc(n2)[N+](=O)[O-],1.91
QEBWUP,1430,O=C(Nc1ccccc1[N+](=O)[O-])ON1C(=O)CCC1=O,1.43
QECKIU,1334,OC1=CC(=O)/C(=C\Nc2cccc(c2)[N+](=O)[O-])/C=C1,1.334
QECQUN,2977,NC(=C([N+](=O)[O-])[N+](=O)[O-])N1N=C(C[C@@]1(C)O)C,2.977
QEGQUR,1727,C[C@]1(C[C@H]1[N+](=O)/C=C/1\C=CC(=[N+]([O-])[O-])C=C1)c1ccccc1,1.727
QELQEG,1073,O=C(c1c2ccccc2nc(c1[N+](=O)[O-])N)NCc1ccccc1,1.073
QEPJAY,1201,C[C@@H](Cn1c(C)ncc1[N+](=O)[O-])OC(=O)/C=C/c1ccccc1,1.201
QEPJEC,1202,C[C@H](Cn1c(C)ncc1[N+](=O)[O-])OC(=O)c1ccccc1,1.202
QEPJIG01,1526,C[C@H](Cn1c(C)ncc1[N+](=O)[O-])OC(=O)C,1.526
QERYUK,1220,[O-][N+](=O)c1ccccc1/C=C/1\Nc2c(C1=O)cccc2,1.22
QERZAR,1074,[O-][N+](=O)c1ccc(cc1)c1cc(=O)c2c([nH]1)cccc2,1.074
QETTEO01,1464,C/C(=N\N=C(\c1ccccc1)/C)/c1ccc(cc1)[N+](=O)[O-],1.464
QEVFEC,1080,O=C(c1ccccc1)/C=c/1\[nH]c2cc(ccc2oc1=O)[N+](=O)[O-],1.08
QEXZIF,1536,Cc1nn(c(c1/N=N/c1ccccc1)C)c1ccc(cc1)[N+](=O)[O-],1.536
QEYGOS,1131,[O-][N+](=O)c1cccc(c1O)/C=C/C1=Nc2c(C1(C)C)cccc2,1.131
QEYHAF,1107,Oc1ccc(cc1/C=C/C1=Nc2c(C1(C)C)cccc2)[N+](=O)[O-],1.107
QIFPON,3563,[O-][N+](=O)c1c2N=NN=[n+]2c2c(c1N)[n+](=O)on2,3.563
QIJDAO,2058,[O-][N+](=O)N1CCc2c1cccc2,2.058
QIKDAP,1942,Nc1ccc(c(c1)N)[N+](=O)[O-],1.942
QIKDET,2592,Nc1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-],2.592
QIMGIC,1414,N#CC1=C(N)OC(=C([C@@H]1c1cccc(c1)[N+](=O)[O-])C(=O)C)C,1.414
QIMGOI,1303,CCOC(=O)C1=C(C)OC(=C([C@@H]1c1cccc(c1)[N+](=O)[O-])C#N)N,1.303
QIRPAL,2334,[O-][N+](=O)c1cc(C)c(c(c1O)[N+](=O)[O-])C,2.334
QIRQOZ,1744,[O-][N+](=O)c1ccc(cc1)n1nnc(c1C)C(=O)C,1.744
QIXSAS,2854,N/N=C/c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],2.854
QIYJIR,1376,N#C/C=C/1\CCC[C@@H]1OC(=O)c1ccc(cc1)[N+](=O)[O-],1.376
QOCNUT,1167,Cc1cnc(c(n1)Cc1c[nH]c2c1c(ccc2)[N+](=O)[O-])C,1.167
QOFHEZ,1579,[O-][N+](=O)c1ccc(cc1)N/N=C/C=C/c1ccccc1,1.579
QOFQIL,1021,CC1(C)NC(NC1(C)C)c1ccc(cc1)[N+](=O)[O-],1.021
QOFQOR,2091,ON1C(c2ccc(cc2)[N+](=O)[O-])N(C(C1(C)C)(C)C)O,2.091
QOKYAR,1224,CN1CC(=C2C(=C(c3ccccc3)c3c2cccc3)C1)[N+](=O)[O-],1.224
QOLXIY,3328,CCN([N+](=O)[N-]Oc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])CC,3.328
QONRUI,3762,[O-][N+](=O)N(CO)C,3.762
QOQWUO,1591,O=Cc1cn(nc1c1cc(C)ccc1O)c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],1.591
QOTGEL01,1110,[O-][N+](=O)c1ccc(nc1)NC1CCCCCCC1,1.11
QOTGOV02,775,[O-][N+](=O)c1ccc(nc1)N[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3,0.775
QOVLIX,1863,O=C[C@@H]1CC[C@H](N(O1)c1ccccc1)[C@H]([N+](=O)[O-])C,1.863
QOVXUV,1695,[O-][N+](=O)C1=C/C(=C/NCCCO)/C(=O)C=C1,1.695
QOYJOD06,2862,[O-][N+](=O)c1n[nH]c(=O)[nH]1,2.862
QQQAIY04,1430,[O-][N+](=O)c1ccc(cc1)/C=N/c1ccccc1,1.43
QQQCOY10,1445,O=C(Nc1ccccc1)/C=N/Nc1ccc(cc1[N+](=O)[O-])C,1.445
QQQFGG01,1883,[O-][N+](=O)c1cc(ccc1Nc1ccccc1)[N+](=O)[O-],1.883
QQQFNG02,2596,[O-][N+](=O)c1ccc(c(c1)[N+](=O)[O-])N,2.596
QUCJEE,1647,O/N=C(/c1ccc(cc1)/N=C/c1ccc(cc1)[N+](=O)[O-])\C,1.647
QUDROX,1412,O=C(c1noc(c1[N+](=O)[O-])c1ccccc1)c1ccccc1,1.412
QUFSAN,1621,O=C(Oc1ccccc1)Nc1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-],1.621
QUGLIN,1327,[O-][N+](=O)N1c2ccccc2C(=O)[C@]1(C)c1ccccc1,1.327
QUJGIL,1085,OC(=O)c1cc(cc(c1c1c(cc(cc1C(=O)O)[N+](=O)[O-])C(=O)O)C(=O)O)[N+](=O)[O-],1.085
QUNDIO02,1634,O=C(c1cccc(c1)[N+](=O)[O-])c1cccc(c1)[N+](=O)[O-],1.634
QUNRIC,1589,O=C1N(C)C(=O)N(C(=O)C1c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C,1.589
QUXTIO,1107,[O-][N+](=O)c1ccc(cc1)/C=N/c1c(nc2n1cccc2)c1ccccc1,1.107
QUYKUR01,1237,[O-][N+](=O)c1ccc(cc1)/C=N/c1cccc(c1C)C,1.237
QUYQEH,1242,CC(=O)N1N=C(C[C@@H]1c1ccccc1)c1ccccc1[N+](=O)[O-],1.242
QUZBET,1428,Oc1ccc(cc1)/C=N/NC(=O)c1ccccc1[N+](=O)[O-],1.428
QUZNUV,1515,O=CNCCc1ccc(cc1)[N+](=O)[O-],1.515
RABPIP,1422,COC(=O)/C(=C/[N+](=O)[O-])/NC(=O)c1ccccc1,1.422
RAJHIT,1323,CN([C@H](c1ccccc1)C)c1ccc(cn1)[N+](=O)[O-],1.323
RAJHOZ,1160,Cc1cc(cnc1N[C@H](c1ccccc1)C)[N+](=O)[O-],1.16
RAKMUM,1507,CNc1ccc(c2c1c(ccc2)N(C)C)[N+](=O)[O-],1.507
RAKNAT,1520,CNc1cccc2c1c(ccc2[N+](=O)[O-])N(C)C,1.52
RAMRUS,1739,O=C(c1ccc(cc1)[N+](=O)[O-])N1[C@@H]2[C@H]1COCOC2,1.739
RAMSAZ,1957,[O-][N+](=O)c1ccc(cc1)CN1[C@@H]2[C@H]1COCOC2,1.957
RAMVUW,3685,[O-][N+](=O)c1c[nH]nn1,3.685
RAPFIY,2133,COC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-],2.133
RAPHEY,1126,Oc1ccc(cc1/C=N/c1ccccc1Oc1ccccc1)[N+](=O)[O-],1.126
RAPLAY,1167,Oc1ccc(c(c1)/C=N/c1cccc2c1cccc2)[N+](=O)[O-],1.167
RAQROR,3058,O=[N+]1O[N-]C2=C1[C@@H]1[C@H]3C=C[C@@H]([C@@]1(C1=C2[N+](=O)O[N-]1)[N+](=O)[O-])C3,3.058
RAQRUX,2992,O=[N+]1O[N-]C2=C1[C@H]1CC(=C(C[C@]1(C1=C2[N+](=O)O[N-]1)[N+](=O)[O-])C)C,2.992
RASZIU,1518,CN(CC[NH2+]Cc1cc(ccc1[O-])[N+](=O)[O-])C,1.518
RAVNEH,1188,CC(=O)N(c1c(C)ccc(c1[N+](=O)[O-])C)C(=O)C,1.188
RAYXUK,1486,COc1cc(=O)c2c([nH]c1=O)ccc(c2)[N+](=O)[O-],1.486
REBHOW,1161,[O-][N+](=O)c1c(C)cccc1c1nc2c([nH]1)cccc2,1.161
REBLER,1224,O=C(c1ccc(cc1)[N+](=O)[O-])N/N=C(\c1ccccn1)/c1ccccc1,1.224
REBPEU,1952,CC[C@@H]([C@H]1NC(=C(N([C@@H]1OC)CC)C#N)C#N)[N+](=O)[O-],1.952
REGCUB,1887,Cc1nn2c(c1)[nH]nc2c1cccc(c1)[N+](=O)[O-],1.887
REKKAW,1199,CCc1cc(nn1c1ccc(cc1)[N+](=O)[O-])c1ccccc1,1.199
RELQUW,1345,[O-][N+](=O)c1c(nc2n1cccc2C)c1ccccc1,1.345
RENTUZ,2257,CN(c1ncnc(c1[N+](=O)[O-])N(C)C)C,2.257
REVRER,1869,CCn1nc2c(c1)c(ccc2)[N+](=O)[O-],1.869
REVRIV,1833,CCn1ncc2c1cccc2[N+](=O)[O-],1.833
REWDUS,1087,CCOC(=O)C1=C(C)NC(=O)N[C@@H]1c1cccc(c1)[N+](=O)[O-],1.087
REYKAH,1688,O=Cc1n(nnc1C(C)(C)C)c1ccc(cc1)[N+](=O)[O-],1.688
REYKEO,5017,CO[N-][N+](=O)C([N+](=O)[N-]OC)CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],5.017
REZFUA,1241,CN(C(=O)c1ccccc1)c1ccc(cc1)[N+](=O)[O-],1.241
REZGEL,1278,COc1ccc(cc1)C(=O)N(c1ccc(cc1)[N+](=O)[O-])C,1.278
RIGHUK04,1890,[O-][N+](=O)c1cc(ccc1Cc1ncccc1C)[N+](=O)[O-],1.89
RIGJIA,4316,[O-][N+](=O)N1CN([C@H]2[C@@H]1[C@H]1[C@@H]2N(CN1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],4.316
RIJBIY,1390,CC(=O)c1cccc(c1)n1nc2c(c1[N+](=O)[O-])cccc2,1.39
RIJMOM,1382,OC[C@H]1O[C@H](C[C@@H]1O)n1ccc2c1ccc(c2)[N+](=O)[O-],1.382
RIKNOO,2993,[O-][N+](=O)c1cc[nH]n1,2.993
RIKZOD,3237,[O-][N+](=O)c1cc(cc(c1Nn1nn[nH]c1=O)[N+](=O)[O-])[N+](=O)[O-],3.237
RILXOB,1578,O=[N+]1C(=[N+]=c2c(=C1C)cccc2)c1ccc(cc1)[N+](=O)[O-],1.578
RINWUG,1817,O=C(c1ccncc1)N/N=C/c1ccc(o1)[N+](=O)[O-],1.817
RINYOC,1962,O=[N+](c1ccccc1)/C=C/1\C=CC(=[O+]1)[N+](=O)[O-],1.962
RIQRIV,1075,Oc1ccc2c(c1Nc1ccc(cc1)[N+](=O)[O-])cccc2,1.075
RIRMAH,1990,[O-][N+](=O)c1ccc(c(c1)N)N,1.99
RIYQOG,2751,COc1ccc(c(c1c1c(OC)c(cc(c1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],2.751
RIYTID,1818,N#Cc1cc(ccc1C)[N+](=O)[O-],1.818
RIZGUD,2183,[O-][N+](=O)c1cc(ccc1N/N=C(/c1ccco1)\C)[N+](=O)[O-],2.183
ROFGAV,1868,N#Cc1ccc(c(c1)[N+](=O)[O-])C,1.868
ROFHAV,2462,O=C1C[C@@H]([C@@H]2O[C@H]1OC2)n1cc(c(n1)[N+](=O)[O-])[N+](=O)[O-],2.462
ROFNIK,2238,Cc1ccc(cc1c1nnn[nH]1)[N+](=O)[O-],2.238
ROFQIO,2926,ON(c1onc(c1)[N+](=O)[O-])[C@H]1CCCO1,2.926
ROGDEX,1544,COc1ccc(cc1)/N=C/c1ccccc1[N+](=O)[O-],1.544
ROGVAL,1980,CCOC(=O)[C@@]1(C[C@H]1c1cccc(c1)[N+](=O)[O-])[N+](=O)[O-],1.98
ROHBAR,1579,O=C(c1ccncc1)N/N=C/c1ccc(cc1)[N+](=O)[O-],1.579
ROKREO,1595,CCN(c1ccc(cc1)/N=N/c1ccccc1[N+](=O)[O-])CC,1.595
ROKZUM,1464,O=C1CCC(=C1)Nc1ccc(cc1)[N+](=O)[O-],1.464
ROLBAV,2029,[O-][N+](=O)c1ccnc(c1)c1nccc(c1)[N+](=O)[O-],2.029
ROTXUV,1460,[O-][N+](=O)c1cccc(c1)c1cnc(nc1)N1CCOCC1,1.46
ROWHUI,1108,O=C(c1ccccc1Oc1ccccn1)c1ccc(cc1)[N+](=O)[O-],1.108
RUBXOD,2046,O=C(c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])N1CC=CC1,2.046
RUBYAQ,2182,C=CCN(C(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])CC=C,2.182
RUCRIR,1402,CCOC(=O)c1[nH]c(c2c1[C@@H]1CC[C@H]2C=C1)[N+](=O)[O-],1.402
RUGJUZ,3413,[O-][N+](=O)c1n(C)cnc1[N+](=O)[O-],3.413
RUJJEM,1167,Oc1ccc(c(c1)/C=N/NC(=O)c1cc2ccccc2cc1O)[N+](=O)[O-],1.167
RUJSEV,1847,[O-][N+](=O)c1ccccc1OCCCCOc1ccccc1[N+](=O)[O-],1.847
RUQWEG,1344,C/C(=N\NC(=O)c1ccccc1O)/c1ccc(cc1)[N+](=O)[O-],1.344
RUSCOZ,1308,N#C/C(=C\c1ccc(cc1)n1cncc1)/c1ccc(cc1)[N+](=O)[O-],1.308
RUSHIW,3524,N#[N+][N-][C@]1(C[C@H]2C[C@@H]1C[C@@]2([N-][N+]#N)[N+](=O)[O-])[N+](=O)[O-],3.524
RUTFET,1273,Oc1ccc2c(c1/C=N/N=C/c1ccc(cc1)[N+](=O)[O-])cccc2,1.273
RUVTAD01,1197,O[C@@H]1CCCC[C@H]1Nc1ccc(cc1)[N+](=O)[O-],1.197
RUWCIV,1987,[O-][N+](=O)c1cc(ccc1N(c1ccccc1)C)[N+](=O)[O-],1.987
RUXFAT,2462,O=C1C[C@H]([C@H]2O[C@@H]1OC2)n1cc(c(n1)[N+](=O)[O-])[N+](=O)[O-],2.462
SABDAC,1648,COc1ccc(cc1)Oc1ncccc1[N+](=O)[O-],1.648
SABFIM,1141,O=C(c1ccccc1O)Nc1cccc(c1)[N+](=O)[O-],1.141
SABJEM,1761,COC(CN1CCN2C1=C(CC[C@@H]2O)[N+](=O)[O-])OC,1.761
SAFMAQ,2774,[O-][N+](=O)c1cc2nn[nH]c2c(c1)[N+](=O)[O-],2.774
SAFQOH,1403,Oc1ccc(cc1)/C=N/NC(=O)c1cccc(c1)[N+](=O)[O-],1.403
SAFYAB,1869,N#Cc1nn(c(c1)N)c1ccc(cc1)[N+](=O)[O-],1.869
SAGLOD,1433,CCOC(=O)c1ccccc1NC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-],1.433
SAGVUT,1733,N#Cc1ccc(c(c1)[N+](=O)[O-])NC(C)C,1.733
SAHBEK,2207,CNC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-],2.207
SAHCOV,1356,COc1c(O)ccc(c1[N+](=O)[O-])/C=N/c1cc(C)cc(c1)C,1.356
SAHLEU,1146,OC(=O)c1ccccc1Nc1ccccc1[N+](=O)[O-],1.146
SAHSID,1929,[O-][N+](=O)c1cc2ccccc2cc1[N+](=O)[O-],1.929
SAJYAD,1774,Oc1ccc(nc1)/N=N/c1cccc(c1)[N+](=O)[O-],1.774
SALXEJ,2579,[O-][N+](=O)c1cc(ccc1N1CCC=N1)[N+](=O)[O-],2.579
SAMROP,2253,CN/C(=N\[N+](=O)[O-])/NC[C@H]1COCC1,2.253
SANQAA,1673,[O-][N+](=O)/C=C/c1nc2c(n1C)cccc2,1.673
SANXOV,1124,[O-][N+](=O)c1ccc(cc1)[C@H]1Nc2ccccc2[C@H]2[C@@H]1CCO2,1.124
SAPFUN,1346,Nc1ccc(cc1/N=C/c1ccc(cc1)N(C)C)[N+](=O)[O-],1.346
SAPGAS,1992,CCOC(=O)c1cc(cc(c1O)[N+](=O)[O-])[N+](=O)[O-],1.992
SAQVAG,1276,C[C@H]1CC=CC(=O)N1C(=O)c1ccc(cc1)[N+](=O)[O-],1.276
SAQVIS,1287,CN(c1ccc(cc1)c1nc2c(o1)ccc(c2)[N+](=O)[O-])C,1.287
SAQYAK,1709,O=C(c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])O[C@H]1[C@H]2C=C[C@H]3[C@@H]1[C@H]3C2,1.709
SAQZAK,4370,[O-][N+](=O)Cn1nnc(n1)[N+](=O)[O-],4.37
SASMEH,1375,CCN1C(=O)/C(=N\Nc2ccc(cc2O)[N+](=O)[O-])/C(=C(C1=O)C#N)C,1.375
SATRIO,2985,CC(=O)NCN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])CNC(=O)C,2.985
SATROU,4134,COC(N([N+](=O)[O-])C)N([N+](=O)[O-])C,4.134
SAWBOH,2748,[O-][N+](=O)c1cc(cc(c1C(=O)N)[N+](=O)[O-])[N+](=O)[O-],2.748
SAWBUN,2613,[O-][N+](=O)c1cc(cc(c1C(=O)O)[N+](=O)[O-])[N+](=O)[O-],2.613
SAWFUS,1299,COC(=O)/C(=N\c1ccc(cc1)[N+](=O)[O-])/c1ccccc1,1.299
SAWMIO,2299,[O-][N+](=O)c1onc2c1CCCC2=O,2.299
SAWMUA,2300,[O-][N+](=O)c1onc2c1[C@@H]1CO[C@@H](O1)C2=O,2.3
SAWNAH,2570,[O-][N+](=O)c1cc(no1)C(=O)OC,2.57
